"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"548",6548,8060,5326,"OH","Port Clinton","School and Public Library","Public",1870,NA,1884,NA,NA,0,NA,0,NA,"Port Clinton OH",-82.9376919,41.5119954
"549",6549,7900,5325,"OH","Port Clinton","Ottawa County Law Library","Co law",1841,NA,1875,NA,1875,510,1875,510,"Antebellum","Port Clinton OH",-82.9376919,41.5119954
"550",6550,3446,5327,"OH","Port Washington","Port Washington Lyceum and Library Co.","Lyceum",1836,NA,1836,NA,NA,0,NA,0,"Antebellum","Port Washington OH",-81.5206731,40.328124
"551",6551,7463,5485,"OH","Portland","Baptist Library","Church",NA,1863,1863,NA,NA,0,NA,0,NA,"Portland OH",-81.7712428,39.0034129
"552",6552,3674,5329,"OH","Portsmouth","YMCA","YMCA",1869,NA,1875,NA,1875,500,1875,500,NA,"Portsmouth OH",-82.9976742,38.7317431
"553",6553,2052,5328,"OH","Portsmouth","Portsmouth Library Co.","Socl",1840,NA,1842,NA,NA,0,NA,0,"Antebellum","Portsmouth OH",-82.9976742,38.7317431
"554",6554,4685,5330,"OH","Potter","Farmers' and Mechanics of Western Township","Agri socl",NA,1867,1867,NA,1867,34,1867,34,NA,"Potter OH",-80.3491599,40.6504687
"555",6555,2053,5331,"OH","Preble County","Preble County Library Society, Inc.","Socl",1826,NA,1826,NA,NA,0,NA,0,"Early National","Preble County OH",-84.6897495,39.7778251
"556",6556,2054,5332,"OH","Ravenna","Ravenna Library Assoc.","Socl",1844,NA,1844,NA,NA,0,NA,0,"Antebellum","Ravenna OH",-81.2420473,41.1575566
"557",6557,2055,5333,"OH","Reading","Mutual Improvement and Library Assoc.","Socl",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Reading OH",-84.4421641,39.2236694
"558",6558,2056,5334,"OH","Richfield","richfield Social Library Co.","Socl",1834,NA,1834,NA,NA,0,NA,0,"Antebellum","Richfield OH",-81.6381785,41.2397772
"559",6559,2057,5335,"OH","Richmond","Union Library Assoc.","Socl",1842,NA,1842,NA,NA,0,NA,0,"Antebellum","Richmond OH",-80.7717478,40.4333996
"560",6560,2058,5337,"OH","Ripley","Ripley Library Assoc.","Socl",1850,NA,1858,NA,NA,0,NA,0,"Antebellum","Ripley OH",-83.8449245,38.7456277
"561",6561,2059,5338,"OH","Rome","Rome Library Co.","Socl",1833,NA,1833,NA,NA,0,NA,0,"Antebellum","Rome OH",-83.3802744,38.6661196
"562",6562,2060,5339,"OH","Roscoe","Roscoe Social Library Co.","Socl",1835,NA,1835,NA,NA,0,NA,0,"Antebellum","Roscoe OH",-81.8792989,40.2772928
"563",6563,2061,5340,"OH","Ruggler","Ruggler Library Soc.","Socl",1837,NA,1837,NA,NA,0,NA,0,"Antebellum","Ruggler OH",-82.3923882,41.0294991
"564",6564,2062,5341,"OH","Rutland","Rutland Library Assoc.","Socl",1836,NA,1836,NA,NA,0,NA,0,"Antebellum","Rutland OH",-82.1304226,39.045355
"565",6565,2064,5343,"OH","Salem","The Society. Library Co. of Salem","Socl",1816,NA,1816,NA,NA,0,NA,0,"Early National","Salem OH",-80.8567501,40.9008923
"566",6566,3673,5347,"OH","Sandusky","YMCA","YMCA",1867,NA,NA,1870,1870,400,1870,400,NA,"Sandusky OH",-82.7079605,41.4489396
"567",6567,2065,5345,"OH","Sandusky","Portland Library Assoc.","Socl",1826,NA,NA,1840,NA,0,NA,0,"Early National","Sandusky OH",-82.7079605,41.4489396
"568",6568,3447,5346,"OH","Sandusky","Lyceum and Library Assoc.","Lyceum",1837,NA,1837,NA,NA,0,NA,0,"Antebellum","Sandusky OH",-82.7079605,41.4489396
"569",6569,2829,5344,"OH","Sandusky","Ladies' Library Assoc.","Ladies",1870,NA,1882,NA,1875,2000,1875,2000,NA,"Sandusky OH",-82.7079605,41.4489396
"570",6570,2948,5348,"OH","Sandusky","Young Men's Library Association","YMLA",NA,1859,1859,NA,NA,0,NA,0,NA,"Sandusky OH",-82.7079605,41.4489396
"571",6571,5834,5351,"OH","Scio","One Study University - Pomonian Society","Coll socy",1860,NA,1875,NA,1875,500,1875,500,"Antebellum","Scio OH",-81.0848211,40.3958988
"572",6572,5835,5350,"OH","Scio","One Study University - Linnaean Literary Society","Coll socy",1863,NA,1875,NA,1875,500,1875,500,NA,"Scio OH",-81.0848211,40.3958988
"573",6573,6667,5352,"OH","Scio","Scio College Libraries","Coll",1866,NA,1884,NA,NA,0,NA,0,NA,"Scio OH",-81.0848211,40.3958988
"574",6574,6666,5349,"OH","Scio","One Study University","Coll",1860,NA,1875,NA,1875,800,1875,800,"Antebellum","Scio OH",-81.0848211,40.3958988
"575",6575,1983,5189,"OH","Selena Township","Harmony Library Company","Socl",1834,NA,1834,NA,NA,0,NA,0,"Antebellum","Selena Township OH",-82.907123,40.4172871
"576",6576,2737,5353,"OH","Seneca Co.","Farmers' Library Company","Agri socl",1832,NA,1832,NA,NA,0,NA,0,"Antebellum","Seneca Co. OH",-83.1649001,41.1585179
"577",6577,2066,5354,"OH","Sharon Center","Medina Co. Public Library","Socl",1835,NA,1875,NA,NA,0,NA,0,"Antebellum","Sharon Center OH",-81.7355206,41.0991732
"578",6578,2067,5355,"OH","Sidney","Sidney Library Assoc.","Socl",1869,NA,1884,NA,1875,1100,1875,1100,NA,"Sidney OH",-84.1554987,40.2842164
"579",6579,8061,5196,"OH","South Amherst","South Amherst Library","Public",1865,NA,1875,NA,NA,0,NA,0,NA,"South Amherst OH",-82.2537689,41.3558794
"580",6580,2068,5356,"OH","Springboro","Springboro Library Company","Socl",1834,NA,1875,NA,1875,2000,1875,2000,"Antebellum","Springboro OH",-84.2332718,39.5522815
"581",6581,3672,5357,"OH","Springdale","YMCA","YMCA",1870,NA,1875,NA,1875,300,1875,300,NA,"Springdale OH",-84.4852213,39.287002
"582",6582,8062,5359,"OH","Springfield","Public Library","Public",1872,NA,1884,NA,1872,3300,1875,3500,NA,"Springfield OH",-83.8088171,39.9242266
"583",6583,3448,5360,"OH","Springfield","Springfield Lyceum","Lyceum",1832,NA,1850,NA,1849,300,1849,300,"Antebellum","Springfield OH",-83.8088171,39.9242266
"584",6584,5832,5363,"OH","Springfield","Wittenberg College - Philosophian Society","Coll socy",1847,NA,1884,NA,1850,1805,1875,3000,"Antebellum","Springfield OH",-83.8088171,39.9242266
"585",6585,6668,5361,"OH","Springfield","Wittenberg College Library","Coll",1847,NA,1884,NA,1849,5265,1875,1000,"Antebellum","Springfield OH",-83.8088171,39.9242266
"586",6586,4686,5358,"OH","Springfield","Clarke County Agricultural Society","Agri socl",1840,1859,1867,NA,1859,50,1867,100,"Antebellum","Springfield OH",-83.8088171,39.9242266
"587",6587,5833,5362,"OH","Springfield","Wittenberg College - Excelsion Society","Coll socy",1845,NA,1884,NA,1850,2054,1875,3200,"Antebellum","Springfield OH",-83.8088171,39.9242266
"588",6588,2069,5364,"OH","Steubenville","City Library","Socl",1848,NA,1859,NA,1850,550,1854,1336,"Antebellum","Steubenville OH",-80.6339638,40.3697905
"589",6589,2070,5365,"OH","Steubenville","Steubenville Institute","Socl",1846,NA,NA,1848,NA,0,NA,0,"Antebellum","Steubenville OH",-80.6339638,40.3697905
"590",6590,2072,5367,"OH","Sunbury","Sunbury Library Assoc.","Socl",1829,NA,1829,NA,NA,0,NA,0,"Antebellum","Sunbury OH",-82.8590673,40.2425623
"591",6591,2071,5366,"OH","Sunbury, Berkshire","The Platnic Library Society. Inc.","Socl",1812,NA,1812,NA,NA,0,NA,0,"Early National","Sunbury, Berkshire OH",-82.8590673,40.2425623
"592",6592,2073,5368,"OH","Tallmadge","Tallmadge Library Assoc.","Socl",1845,NA,1845,NA,NA,0,NA,0,"Antebellum","Tallmadge OH",-81.441779,41.1014451
"593",6593,2074,5369,"OH","Tallmadge Township","Tallmadge Township Library","Socl",1813,NA,1813,NA,1813,70,1813,70,"Early National","Tallmadge Township OH",-81.1245828,41.0993789
"594",6594,2075,5370,"OH","Thompson","Thompson Library Assoc.","Socl",1850,NA,1850,NA,NA,0,NA,0,"Antebellum","Thompson OH",-81.0514854,41.6900529
"595",6595,2078,5377,"OH","Tiffin","Tiffin Library Association","Socl",1866,NA,1866,NA,1866,2447,1866,2447,NA,"Tiffin OH",-83.1779746,41.1144992
"596",6596,2077,5375,"OH","Tiffin","Seneca Library Assoc.","Socl",NA,1858,1858,NA,NA,0,NA,0,NA,"Tiffin OH",-83.1779746,41.1144992
"597",6597,2076,5374,"OH","Tiffin","Prescott Library","Socl",1848,NA,1848,NA,NA,0,NA,0,"Antebellum","Tiffin OH",-83.1779746,41.1144992
"598",6598,6670,5376,"OH","Tiffin","Theological Seminary of German Reformed Church","Theo coll",1852,NA,1884,NA,1857,2100,1875,2777,"Antebellum","Tiffin OH",-83.1779746,41.1144992
"599",6599,5831,5372,"OH","Tiffin","Heidelberg College - Excelsion Literary Society","Coll socy",1859,NA,1884,NA,1875,1000,1875,1000,"Antebellum","Tiffin OH",-83.1779746,41.1144992
"600",6600,6669,5371,"OH","Tiffin","Heidelberg College","Coll",1850,NA,1884,NA,1857,420,1875,4000,"Antebellum","Tiffin OH",-83.1779746,41.1144992
"601",6601,5830,5373,"OH","Tiffin","Heidelberg  College - Heidelberg Literary Society","Coll socy",1859,NA,1884,NA,1875,500,1875,500,"Antebellum","Tiffin OH",-83.1779746,41.1144992
"602",6602,8063,5378,"OH","toledo","Public Library","Public",1873,NA,1884,NA,1873,4878,1875,8320,NA,"toledo OH",-83.555212,41.6639383
"603",6603,475,5381,"OH","Toledo","Young Men's Assoc.","YMA",1837,NA,NA,1864,1845,400,1858,700,"Antebellum","Toledo OH",-83.555212,41.6639383
"604",6604,6671,5380,"OH","Toledo","Ursuline? Academy","Coll",1860,NA,1860,NA,NA,0,NA,0,"Antebellum","Toledo OH",-83.555212,41.6639383
"605",6605,2080,5384,"OH","Troy","Troy Library Soc.","Socl",1814,NA,1814,NA,NA,0,NA,0,"Early National","Troy OH",-84.2032767,40.0394982
"606",6606,5313,5382,"OH","Troy","Kelly's Circulating Library","Comm",1868,NA,1884,NA,1875,585,1875,585,NA,"Troy OH",-84.2032767,40.0394982
"607",6607,4687,5383,"OH","Troy","Miami County Agricultural Society","Agri socl",1846,1867,1867,NA,1859,300,1867,325,"Antebellum","Troy OH",-84.2032767,40.0394982
"608",6608,1909,4952,"OH","Trumbull Co.","Boardman Library Soc.","Socl",1814,NA,1814,NA,NA,0,NA,0,"Early National","Trumbull Co. OH",-80.7214417,41.3064984
"609",6609,2082,5386,"OH","Twinsburg","Twinsburg Library Assoc.","Socl",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Twinsburg OH",-81.4401129,41.3125552
"610",6610,2081,5385,"OH","Twinsburg","Twinsburg Library","Socl",1851,NA,1884,NA,NA,0,NA,0,"Antebellum","Twinsburg OH",-81.4401129,41.3125552
"611",6611,2083,5387,"OH","Union Village","Union Village Library","Socl",1805,NA,1875,NA,1875,1179,1875,1179,"Early National","Union Village OH",-84.3063343,39.8978327
"612",6612,2922,5390,"OH","Urbana","Urbana Juvenile Library","Juv socl",1835,NA,1835,NA,NA,0,NA,0,"Antebellum","Urbana OH",-83.7524298,40.1083912
"613",6613,2084,5389,"OH","Urbana","Library Assoc.","Socl",1872,NA,1884,NA,1875,912,1875,912,NA,"Urbana OH",-83.7524298,40.1083912
"614",6614,4025,5388,"OH","Urbana","Central Ohio Sci Asso.","Sci eng socy",1874,NA,1884,NA,NA,0,NA,0,NA,"Urbana OH",-83.7524298,40.1083912
"615",6615,6672,5391,"OH","Urbana","Urbana University","Coll",1852,NA,1884,NA,1857,3100,1875,5000,"Antebellum","Urbana OH",-83.7524298,40.1083912
"616",6616,2085,5392,"OH","Utica","Utica Library Society","Socl",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Utica OH",-82.4512699,40.2342313
"617",6617,2086,5393,"OH","Venice","Venice LibrarySoc.","Socl",1829,NA,1829,NA,NA,0,NA,0,"Antebellum","Venice OH",-82.8855961,41.0413536
"618",6618,2087,5394,"OH","Vermilion","Vermilion Library Co.","Socl",1835,NA,1835,NA,NA,0,NA,0,"Antebellum","Vermilion OH",-82.3646068,41.4219889
"619",6619,2088,5395,"OH","Vernon","Vernon Library Assoc.","Socl",1829,NA,1829,NA,NA,0,NA,0,"Antebellum","Vernon OH",-80.5686845,41.3864438
"620",6620,2089,5397,"OH","Wadsworth","Wadsworth Library Soc.","Socl",1833,NA,1833,NA,NA,0,NA,0,"Antebellum","Wadsworth OH",-81.7298519,41.0256101
"621",6621,2830,5396,"OH","Wadsworth","Wadsworth Female Library","Ladies",1822,NA,1822,NA,NA,0,NA,0,"Early National","Wadsworth OH",-81.7298519,41.0256101
"622",6622,7144,12679,"OH","Wadsworth","Main Street Reading Room","Read room",NA,1823,1823,NA,NA,0,NA,0,NA,"Wadsworth OH",-81.7298519,41.0256101
"623",6623,2096,30923,"OH","Warren","The Lyceum in Ohio","Socl",NA,1859,1859,NA,NA,0,NA,0,NA,"Warren OH",-80.8184166,41.2375569
"624",6624,3332,5398,"OH","Warren","Athenaeum","Athen",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Warren OH",-80.8184166,41.2375569
"625",6625,2090,5400,"OH","Warren","Trumbull Library","Socl",1815,NA,1845,NA,1815,100,1815,100,"Early National","Warren OH",-80.8184166,41.2375569
"626",6626,3075,5399,"OH","Warren","The Mechanics' Lyceum and Library Assoc.","Mech",1843,NA,1843,NA,NA,0,NA,0,"Antebellum","Warren OH",-80.8184166,41.2375569
"627",6627,5304,12680,"OH","Warren","Porter and Sole's Circulating Library","Comm",NA,1842,1842,NA,NA,0,NA,0,NA,"Warren OH",-80.8184166,41.2375569
"628",6628,2093,5403,"OH","Washington","Washington Social Library Co.","Socl",1810,NA,1810,NA,NA,0,NA,0,"Early National","Washington OH",-83.4390843,39.5364511
"629",6629,2092,5402,"OH","Washington","Franklin Library","Socl",NA,1858,1859,NA,NA,0,NA,0,NA,"Washington OH",-83.4390843,39.5364511
"630",6630,2094,5404,"OH","Waterford","Franklin Library Soc.","Socl",1841,NA,1841,NA,NA,0,NA,0,"Antebellum","Waterford OH",-81.6406827,39.5425161
"631",6631,2095,5405,"OH","Wauseon","Citizens Library of Wauseon","Socl",1875,NA,1884,NA,NA,0,NA,0,NA,"Wauseon OH",-84.1416147,41.5492182
"632",6632,2097,5406,"OH","Waverly Village","Social Circulating Library Assoc.","Socl",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Waverly Village OH",-82.9854553,39.1267349
"633",6633,2098,5407,"OH","Wayne, Cherry Valley","Wayne and Cherry Valley Union Library Assoc.","Socl",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Wayne, Cherry Valley OH",-80.8881415,40.3070537
"634",6634,2099,5408,"OH","Waynesville","Waynesville Library Co.","Socl",1815,NA,1815,NA,NA,0,NA,0,"Early National","Waynesville OH",-84.086601,39.5297824
"635",6635,2100,5409,"OH","Wellington","Wellington Library Estab.","Socl",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Wellington OH",-82.2179354,41.1689421
"636",6636,2101,5410,"OH","Wellington","Wellington Library Assoc.","Socl",1874,NA,1884,NA,1875,1200,1875,1200,NA,"Wellington OH",-82.2179354,41.1689421
"637",6637,2102,5411,"OH","Wellington","Wellington Social Library Co.","Socl",1835,NA,1835,NA,NA,0,NA,0,"Antebellum","Wellington OH",-82.2179354,41.1689421
"638",6638,7079,5412,"OH","Wellsville","Cleveland and Pittsburgh Railroad Reading Room Assoc.","RR",1867,NA,NA,1914,NA,0,NA,0,NA,"Wellsville OH",-80.6489628,40.6028419
"639",6639,476,5414,"OH","West Canaan","Young Men's Book Assoc.","YMA",1845,NA,1845,NA,NA,0,NA,0,"Antebellum","West Canaan OH",-81.9937573,40.9450562
"640",6640,6673,5415,"OH","West Geneva","Geneva College","Coll",1871,NA,1875,NA,1875,400,1875,400,NA,"West Geneva OH",-80.9481489,41.8050539
"641",6641,2739,5416,"OH","West Lodi","Farmers' and Mechanics' Library Assoc.","Agri socl",1845,NA,1845,NA,NA,0,NA,0,"Antebellum","West Lodi OH",-82.9382448,41.1642214
"642",6642,5828,5421,"OH","Westerville","Otterbein College - Society Library","Coll socy",1871,NA,1876,NA,NA,0,NA,0,NA,"Westerville OH",-82.9290696,40.1261743
"643",6643,6674,5417,"OH","Westerville","Ottebein University","Coll",1857,NA,1884,NA,1857,1500,1875,950,"Antebellum","Westerville OH",-82.9290696,40.1261743
"644",6644,5829,5418,"OH","Westerville","Otterbein University - Philomathean Society","Coll socy",1851,NA,1876,NA,1870,257,1870,257,"Antebellum","Westerville OH",-82.9290696,40.1261743
"645",6645,5827,5419,"OH","Westerville","Otterbein University - Philophronean Society","Coll socy",1856,NA,1875,NA,NA,0,NA,0,"Antebellum","Westerville OH",-82.9290696,40.1261743
"646",6646,5826,5420,"OH","Westerville","Otterbein College - Philalethan Society","Coll socy",1852,NA,1877,NA,NA,0,NA,0,"Antebellum","Westerville OH",-82.9290696,40.1261743
"647",6647,2104,5422,"OH","Westfield","Westfield Library Society","Socl",1836,NA,1836,NA,NA,0,NA,0,"Antebellum","Westfield OH",-82.981851,40.432283
"648",6648,4688,5423,"OH","Whipstown","Salt Lick Agricultural Society","Agri socl",1861,1867,1867,NA,1867,72,1867,72,NA,"Whipstown OH",-82.1645905,39.6445136
"649",6649,6675,5424,"OH","Wilberforce","Wilberforce University","Coll",1863,NA,1884,NA,1870,3000,1875,3000,NA,"Wilberforce OH",-83.8777063,39.716171
"650",6650,2105,5425,"OH","Williamsburg","Williamsburg Library Soc.","Socl",1830,NA,1830,NA,NA,0,NA,0,"Antebellum","Williamsburg OH",-84.0529886,39.0542311
"651",6651,2106,5426,"OH","Williamsfield","First Moral Library Assoc. Of Williamsfield","Socl",1842,NA,1842,NA,NA,0,NA,0,"Antebellum","Williamsfield OH",-80.5706292,41.5333874
"652",6652,6676,5427,"OH","Willoughby","Willoughby College","Coll",1865,NA,1875,NA,1870,3000,1875,3000,NA,"Willoughby OH",-81.4065011,41.6397696
"653",6653,2107,5429,"OH","Wilmington","Wilmington Library Co.","Socl",1816,NA,NA,1839,1816,108,1816,108,"Early National","Wilmington OH",-83.8285375,39.4453393
"654",6654,6677,5428,"OH","Wilmington","Wilmington College","Coll",1870,NA,1884,NA,1875,550,1875,550,NA,"Wilmington OH",-83.8285375,39.4453393
"655",6655,2109,5431,"OH","Windham","Windham Library Assoc.","Socl",1825,NA,1825,NA,1825,100,1825,100,"Early National","Windham OH",-81.0492611,41.2350562
"656",6656,2108,5430,"OH","Windham","Windham, Portage Co. Library","Socl",1851,NA,1884,NA,NA,0,NA,0,"Antebellum","Windham OH",-81.0492611,41.2350562
"657",6657,2110,5432,"OH","Windsor","Windsor Library Soc.","Socl",1830,NA,1830,NA,NA,0,NA,0,"Antebellum","Windsor OH",-80.9342579,41.535055
"658",6658,2111,5433,"OH","Woodstock","Woodstock Library Assoc.","Socl",1874,NA,1884,NA,NA,0,NA,0,NA,"Woodstock OH",-83.5274254,40.1739475
"659",6659,2113,5434,"OH","Wooster","Wooster Library Association","Socl",NA,1859,1859,NA,NA,0,NA,0,NA,"Wooster OH",-81.935143,40.8050565
"660",6660,2112,5436,"OH","Wooster","Wooster Library Soc.","Socl",1811,NA,1811,NA,NA,0,NA,0,"Early National","Wooster OH",-81.935143,40.8050565
"661",6661,6678,5435,"OH","Wooster","University of Wooster","Coll",1870,1870,1884,NA,1875,5000,1875,5000,NA,"Wooster OH",-81.935143,40.8050565
"662",6662,2114,12681,"OH","Worthington","Worthington-Stanbery Library","Socl",1803,NA,1803,NA,NA,0,NA,0,"Early National","Worthington OH",-83.017962,40.0931191
"663",6663,4348,5437,"OH","Worthington?","Worthington Literary Society","Lit socy",1839,NA,1839,NA,NA,0,NA,0,"Antebellum","Worthington? OH",-83.017962,40.0931191
"664",6664,3449,5441,"OH","Xenia","Xenia Lyceum","Lyceum",NA,1859,1859,NA,NA,0,NA,0,NA,"Xenia OH",-83.9296526,39.6847822
"665",6665,3671,5442,"OH","Xenia","YMCA","YMCA",1868,NA,1875,NA,1875,850,1875,850,NA,"Xenia OH",-83.9296526,39.6847822
"666",6666,6680,5438,"OH","Xenia","Xenia Theological Seminary Library","Theo coll",1855,NA,1875,NA,1857,2050,1875,5000,"Antebellum","Xenia OH",-83.9296526,39.6847822
"667",6667,6681,5439,"OH","Xenia","Wilberforce University Theological Seminary","Theo coll",1863,NA,1875,NA,1875,900,1875,900,NA,"Xenia OH",-83.9296526,39.6847822
"668",6668,6679,5440,"OH","Xenia","Xenia College","Coll",1850,NA,1870,NA,1870,425,1870,425,"Antebellum","Xenia OH",-83.9296526,39.6847822
"669",6669,2115,5445,"OH","Yellow Spring","Yellow Spring Library Soc.","Socl",1828,NA,1828,NA,NA,0,NA,0,"Early National","Yellow Spring OH",-83.8444001,39.8741718
"670",6670,6682,5443,"OH","Yellow Springs","Antioch College","Coll",1853,NA,1884,NA,1857,3018,1875,5000,"Antebellum","Yellow Springs OH",-83.886874,39.8064486
"671",6671,5825,5444,"OH","Yellow Springs","Antioch College - Adelphian Society","Coll socy",NA,1875,1875,NA,1875,700,1875,700,NA,"Yellow Springs OH",-83.886874,39.8064486
"672",6672,2116,5446,"OH","Youngstown","Reuben McMullan Free Library Assoc.","Socl",1872,NA,1898,NA,NA,0,NA,0,NA,"Youngstown OH",-80.6495194,41.0997803
"673",6673,2117,5450,"OH","Zanesville","Buckingham Library","Socl",1845,NA,1884,NA,NA,0,NA,0,"Antebellum","Zanesville OH",-82.0131924,39.9403453
"674",6674,3670,5451,"OH","Zanesville","YMCA","YMCA",1870,NA,1875,NA,1875,400,1875,400,NA,"Zanesville OH",-82.0131924,39.9403453
"675",6675,3331,5449,"OH","Zanesville","Athenaeum","Athen",1828,NA,1875,NA,1849,3580,1875,6000,"Early National","Zanesville OH",-82.0131924,39.9403453
"676",6676,7663,5452,"OK","Indian Terr.","Camp Supply Post Library","Garr",1869,NA,1884,NA,1875,530,1875,530,NA,"Indian Terr. OK",-97.9065232,36.3863782
"677",6677,7662,5453,"OK","Indian Terr.","Fort Sill Post Library","Garr",1868,NA,1884,NA,1870,500,1875,560,NA,"Indian Terr. OK",-97.9065232,36.3863782
"678",6678,7801,5454,"OK","Indian Territory - Tallequah","National Council Library","Terr",1869,NA,1884,NA,1875,500,1875,500,NA,"Indian Territory - Tallequah OK",NA,NA
"679",6679,2483,5457,"OR","Albany","Young Ladies and Young Gentlemen's Society","Socl",NA,1875,1875,NA,1875,300,1875,300,NA,"Albany OR",-123.1059282,44.6365107
"680",6680,2482,5456,"OR","Albany","Albany Library and Lit. Inst.","Socl",1856,NA,NA,1868,NA,0,NA,0,"Antebellum","Albany OR",-123.1059282,44.6365107
"681",6681,6383,5455,"OR","Albany","Albany College","Coll",1868,NA,1870,NA,1870,1000,1870,1000,NA,"Albany OR",-123.1059282,44.6365107
"682",6682,2484,5458,"OR","Amity","","Socl",1849,NA,1849,NA,NA,0,NA,0,"Antebellum","Amity OR",-123.2073257,45.1156724
"683",6683,4504,5459,"OR","Astoria","Astoria Pioneer and Historical Society of Oregon","Hist socl",1871,NA,1875,NA,1875,600,1875,600,NA,"Astoria OR",-123.8312534,46.1878841
"684",6684,7723,5473,"OR","Astoria?","Fort George Library","Garr",NA,1821,1821,NA,1821,54,1821,54,NA,"Astoria? OR",-123.8312534,46.1878841
"685",6685,2485,5460,"OR","Benton Co.","","Socl",1870,NA,1870,NA,NA,0,NA,0,NA,"Benton Co. OR",-123.3873877,44.6281686
"686",6686,2486,5461,"OR","Benton Co.","","Socl",NA,1870,1870,NA,NA,0,NA,0,NA,"Benton Co. OR",-123.3873877,44.6281686
"687",6687,2487,5462,"OR","Butte Creeke","Butte Creeke Library","Socl",NA,NA,NA,NA,NA,0,NA,0,NA,"Butte Creeke OR",-120.350296,45.0575853
"688",6688,2488,5463,"OR","Clackamas Co.","","Socl",NA,1870,1870,NA,1870,50,1870,50,NA,"Clackamas Co. OR",-122.1188945,45.2023855
"689",6689,2489,5464,"OR","Clatsop Co.","","Socl",NA,1870,1870,NA,1870,1161,1870,1161,NA,"Clatsop Co. OR",-123.7653042,46.0210796
"690",6690,2490,5466,"OR","Columbia","Columbia Library","Socl",NA,1843,NA,1853,NA,0,NA,0,NA,"Columbia OR",-123.0357231,45.9197103
"691",6691,2491,5467,"OR","Coos County","","Socl",NA,1870,1870,NA,1870,50,1870,50,NA,"Coos County OR",-124.1057369,43.242897
"692",6692,2492,5469,"OR","Corvallis","Corvallis Library Assoc.","Socl",1873,NA,NA,1885,1875,350,1875,350,NA,"Corvallis OR",-123.2620435,44.5645659
"693",6693,6377,5468,"OR","Corvallis","Corvallis College","Coll",NA,1869,1872,NA,1870,300,1870,300,NA,"Corvallis OR",-123.2620435,44.5645659
"694",6694,7460,5470,"OR","Dalles","Methodists Library","Church",NA,1848,1848,NA,NA,0,NA,0,NA,"Dalles OR",-121.1786823,45.5945645
"695",6695,2493,5471,"OR","Eugene","Eugene Library","Socl",1874,NA,NA,1878,NA,0,NA,0,NA,"Eugene OR",-123.0867536,44.0520691
"696",6696,6378,12682,"OR","Eugene","University of Oregon","Coll",1872,NA,1872,NA,NA,0,NA,0,NA,"Eugene OR",-123.0867536,44.0520691
"697",6697,6384,5472,"OR","Forest Grove","Pacific University","Coll",1853,NA,1888,NA,1853,1000,1875,5500,"Antebellum","Forest Grove OR",-123.1106631,45.5198364
"698",6698,7721,12683,"OR","Ft. Klamath","Fort Klamath","Garr",NA,1875,1875,NA,NA,0,NA,0,NA,"Ft. Klamath OR",-121.9958544,42.7045782
"699",6699,7722,12684,"OR","Ft. Stevens","Fort Stevens Post Library","Garr",NA,1870,1875,NA,1870,232,1875,232,NA,"Ft. Stevens OR",-123.9623694,46.2020477
"700",6700,6826,5474,"OR","Ft. Vancouver","Hudson's Bay Company","Socl",NA,NA,NA,NA,NA,0,NA,0,NA,"Ft. Vancouver OR",-122.6581263,45.625481
"701",6701,4214,5476,"OR","Jackson Co.","Masonic Library","Frat",NA,1860,1860,NA,1860,100,1860,100,NA,"Jackson Co. OR",-122.7646577,42.334535
"702",6702,7461,5477,"OR","Jackson County","Methodist Library","Church",NA,1865,1865,NA,1865,100,1865,100,NA,"Jackson County OR",-122.7646577,42.334535
"703",6703,7462,5478,"OR","Lapwai","Columbia Mission Library","Church",NA,NA,NA,NA,NA,0,NA,0,NA,"Lapwai OR",-116.62116,46.238512
"704",6704,4212,5465,"OR","Manning/Clatsop Co.","Masonic Lodge","Frat",NA,1870,1870,NA,1870,118,1870,118,NA,"Manning/Clatsop Co. OR",NA,NA
"705",6705,4213,5475,"OR","Manning/Grant Co","Odd Fellows' Lodge","Frat",NA,1870,1870,NA,1870,178,1870,178,NA,"Manning/Grant Co OR",NA,NA
"706",6706,6382,5479,"OR","McMinnville","McMinnville Baptist College","Coll",1852,NA,1884,NA,NA,0,NA,0,"Antebellum","McMinnville OR",-123.1987163,45.2101162
"707",6707,4215,5481,"OR","Multnomal Masonic Lodge?","Multnomal Masonic Lodge?","Frat",1848,NA,1848,NA,NA,0,NA,0,"Antebellum","Multnomal Masonic Lodge? OR",NA,NA
"708",6708,2494,5480,"OR","Oregon City","Multnomah Circulating Library","Socl",1841,NA,1849,NA,1841,300,1841,300,"Antebellum","Oregon City OR",-122.6067583,45.3573429
"709",6709,6381,5482,"OR","Oregon City","Oregon City University","Coll",1856,NA,1870,NA,1856,200,1870,100,"Antebellum","Oregon City OR",-122.6067583,45.3573429
"710",6710,6380,5483,"OR","Philomath","Philomath College","Coll",1868,NA,1884,NA,NA,0,NA,0,NA,"Philomath OR",-123.3676014,44.540121
