"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"165",6165,1923,4971,"OH","Chester","Chester Library Assoc.","Socl",1828,NA,1828,NA,NA,0,NA,0,"Early National","Chester OH",-81.9226372,39.0875777
"166",6166,4673,4972,"OH","Cheviot","Green Twp. Farmers' Lycium Society","Agri socl",1859,1867,1867,NA,1867,76,1867,76,"Antebellum","Cheviot OH",-84.6132787,39.1570028
"167",6167,1924,4974,"OH","Chilicothe","Library Assoc.","Socl",NA,1859,1859,NA,NA,0,NA,0,NA,"Chilicothe OH",-82.9824019,39.3331197
"168",6168,5302,95279,"OH","Chillcothe","Chillicothe Circulating Library","Comm",NA,1811,1811,NA,NA,0,NA,0,NA,"Chillcothe OH",-82.9824019,39.3331197
"169",6169,2740,4973,"OH","Chillicathe","The Christian Library Society of Chillicothe","Rel socl",NA,1815,1815,NA,NA,0,NA,0,NA,"Chillicathe OH",-82.9824019,39.3331197
"170",6170,8050,4975,"OH","Chillicothe","Public Library","Public",1853,NA,1884,NA,1875,4000,1875,4000,"Antebellum","Chillicothe OH",-82.9824019,39.3331197
"171",6171,2945,4976,"OH","Chillicothe","Young Men's Gymnasium and Library Assoc.","Young Men's",1856,NA,1857,NA,1857,1000,1857,1000,"Antebellum","Chillicothe OH",-82.9824019,39.3331197
"172",6172,7914,5017,"OH","Cincinnati","School Board Library","Co edu",1856,NA,NA,1867,1856,11630,1867,12000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"173",6173,8051,5018,"OH","Cincinnati","Public Library","Public",1867,NA,1884,NA,1867,12000,1875,71405,NA,"Cincinnati OH",-84.5120196,39.1031182
"174",6174,2742,4997,"OH","Cincinnati","German Catholic Library Assoc.","Rel socl",1845,NA,1845,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"175",6175,1927,4990,"OH","Cincinnati","Cincinnati Union Library Assoc.","Socl",1855,NA,1858,NA,1858,1040,1858,1040,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"176",6176,3436,99027,"OH","Cincinnati","Lyceum","Lyceum",NA,1835,1835,NA,1835,100,1835,100,NA,"Cincinnati OH",-84.5120196,39.1031182
"177",6177,1926,4993,"OH","Cincinnati","Colored Men's Library","Socl",NA,1858,1858,NA,1858,500,1858,500,NA,"Cincinnati OH",-84.5120196,39.1031182
"178",6178,3806,5128,"OH","Cincinnati","New England Society of Cincinnati","Socy",NA,1847,1847,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"179",6179,2745,5036,"OH","Cincinnati","Young Men's Cathoic Assoc. Of Cincinnati","Rel socl",1850,NA,1850,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"180",6180,1928,4992,"OH","Cincinnati","The Circulating Library Society of Cincy","Socl",1814,NA,NA,1830,1814,500,1816,1400,"Early National","Cincinnati OH",-84.5120196,39.1031182
"181",6181,2743,5021,"OH","Cincinnati","Theological and Religions Library Assoc.","Theo socy",1863,NA,1884,NA,1875,4000,1875,4000,NA,"Cincinnati OH",-84.5120196,39.1031182
"182",6182,2741,4979,"OH","Cincinnati","Catholic Institute","Rel socl",1860,NA,1875,NA,1875,3000,1875,3000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"183",6183,2754,5007,"OH","Cincinnati","Medical Library Assoc.","Med socl",NA,1858,1858,NA,1858,250,1858,250,NA,"Cincinnati OH",-84.5120196,39.1031182
"184",6184,3805,4994,"OH","Cincinnati","Curier Club","Socy",1871,NA,1871,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"185",6185,2751,5005,"OH","Cincinnati","Cincinnati Law Library","Law socl",1834,NA,1834,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"186",6186,2750,4985,"OH","Cincinnati","Cincinnati Law Library","Law socl",1847,NA,NA,1884,1857,2729,1875,6329,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"187",6187,3668,5037,"OH","Cincinnati","YMCA","YMCA",1851,NA,1884,NA,1875,1200,1875,1200,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"188",6188,2744,5031,"OH","Cincinnati","Theol. and Rel. Library","Rel socl",1863,NA,1870,NA,1869,3500,1870,3500,NA,"Cincinnati OH",-84.5120196,39.1031182
"189",6189,3499,4998,"OH","Cincinnati","German Library Assoc.","For lang socy",1845,NA,1845,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"190",6190,1925,4986,"OH","Cincinnati","The Cincinnati Library","Socl",1802,NA,1802,NA,NA,0,NA,0,"Early National","Cincinnati OH",-84.5120196,39.1031182
"191",6191,1929,5014,"OH","Cincinnati","Cincinnati Philosphical Library Assoc.","Socl",1844,NA,1844,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"192",6192,3077,5013,"OH","Cincinnati","Ohio Mechanics Institute","Mech",1829,NA,1884,NA,1850,3265,1855,8000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"193",6193,3262,5040,"OH","Cincinnati","Young Men's Mercantile Lib","Merc",1835,NA,1884,NA,1836,767,1875,36193,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"194",6194,6622,4996,"OH","Cincinnati","Fairmont Theological Seminary","Theo coll",1849,NA,1857,NA,1857,4000,1857,4000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"195",6195,5871,5029,"OH","cincinnati","Students' Library fund","Coll socy",1870,NA,1870,NA,NA,0,NA,0,NA,"cincinnati OH",-84.5120196,39.1031182
"196",6196,5320,4991,"OH","Cincinnati","George Charter's Circulating Library","Comm",1818,NA,1824,NA,1818,3000,1818,3000,"Early National","Cincinnati OH",-84.5120196,39.1031182
"197",6197,6615,5035,"OH","Cincinnati","Woodward College Library","Coll",NA,1845,1850,NA,1845,800,1850,1400,NA,"Cincinnati OH",-84.5120196,39.1031182
"198",6198,6616,5024,"OH","Cincinnati","St. Xavier College Library","Coll",1841,NA,1875,NA,1849,5600,1875,14000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"199",6199,6617,4981,"OH","Cincinnati","Law School of Cincinnati College","Law coll",NA,1858,1884,NA,1858,2500,1875,938,NA,"Cincinnati OH",-84.5120196,39.1031182
"200",6200,5303,5030,"OH","Cincinnati","Sun Circulating Library","Comm",NA,1819,1828,NA,NA,2000,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"201",6201,5308,12669,"OH","Cincinnati","Levi Circulating Library","Comm",NA,1835,1835,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"202",6202,5309,12668,"OH","Cincinnati","John Corson's Circulating Library","Comm",1813,NA,1813,NA,NA,0,NA,0,"Early National","Cincinnati OH",-84.5120196,39.1031182
"203",6203,5310,12667,"OH","Cincinnati","Henry Dury's Circulating Library","Comm",NA,1830,1830,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"204",6204,6618,5033,"OH","Cincinnati","University of Cincinnati","Coll",1875,NA,1875,NA,1875,500,1875,500,NA,"Cincinnati OH",-84.5120196,39.1031182
"205",6205,6619,5023,"OH","Cincinnati","St. Joseph's College","Coll",1873,NA,1884,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"206",6206,6621,5004,"OH","Cincinnati","Lane Theological Seminary at Walnut Hills","Theo coll",1837,NA,1884,NA,1845,10300,1875,12000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"207",6207,6629,5019,"OH","Cincinnati","Pulte Medical College","Med coll",1872,NA,1884,NA,1875,480,1875,480,NA,"Cincinnati OH",-84.5120196,39.1031182
"208",6208,6623,4982,"OH","Cincinnati","Cincinnati College of Medicine and Surgery","Med coll",1851,NA,1858,NA,1858,2129,1858,2129,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"209",6209,5319,5008,"OH","Cincinnati","Mendenhall's Circulating Library","Comm",1854,NA,1875,NA,1875,6000,1875,6000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"210",6210,7047,4999,"OH","Cincinnati","German Orphan Asylum","Asylum",1869,NA,1875,NA,1875,480,1875,480,NA,"Cincinnati OH",-84.5120196,39.1031182
"211",6211,5311,12666,"OH","Cincinnati","Emil Klauprecht's Circulating Library","Comm",NA,1839,1839,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"212",6212,4413,5010,"OH","Cincinnati","Mussey Medical and Scientific Library","Med socy",1875,NA,1884,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"213",6213,4482,5002,"OH","Cincinnati","Historical Society of Cincinnati","Hist socl",1844,NA,1849,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"214",6214,4481,5001,"OH","Cincinnati","Historical and Philosophical Society of Ohio","Hist socl",1831,NA,1884,NA,1850,1000,1875,5413,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"215",6215,6624,12665,"OH","Cincinnati","Cincinnati College of Pharmacy Library","Med coll",1850,NA,1900,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"216",6216,6625,4995,"OH","Cincinnati","Eclectic Medical Institute","Med coll",1845,NA,1900,NA,1857,1941,1870,2000,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"217",6217,6626,5006,"OH","Cincinnati","Medical College of Ohio","Med coll",1826,NA,1884,NA,1850,2129,1875,5000,"Early National","Cincinnati OH",-84.5120196,39.1031182
"218",6218,6627,12671,"OH","Cincinnati","Ohio of Dental Surgery","Med coll",1846,NA,1900,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"219",6219,6628,5015,"OH","Cincinnati","Physio Medical College of Ohio","Med coll",1848,NA,1855,NA,1855,442,1855,442,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"220",6220,6620,5000,"OH","Cincinnati","Hebrew Union College","Coll",1875,NA,1884,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"221",6221,4021,4978,"OH","Cincinnati","Astronomical Society and Observatory","Sci eng socy",1842,NA,1884,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"222",6222,6613,5009,"OH","Cincinnati","Mt. St. Mary's Seminary of the West","Theo coll",1849,NA,1875,NA,1870,10000,1875,15100,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"223",6223,7036,5003,"OH","Cincinnati","House of Refuge","Asylum",1869,NA,1884,NA,1875,1000,1875,1000,NA,"Cincinnati OH",-84.5120196,39.1031182
"224",6224,6614,5022,"OH","Cincinnati","St. Francis Seraph? College Library","Coll",1858,NA,1858,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"225",6225,3930,12673,"OH","Cincinnati","Women's Christian Assoc.","Rel socy",NA,1869,1869,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"226",6226,7142,5020,"OH","Cincinnati","Ernst Reading Room","Read room",NA,1819,1819,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"227",6227,7143,4988,"OH","Cincinnati","The Cincinnati Reading Room opened by Landgon and Burke","Read room",1818,NA,1823,NA,NA,0,NA,0,"Early National","Cincinnati OH",-84.5120196,39.1031182
"228",6228,7037,5016,"OH","Cincinnati","Protectory for Boys","Asylum",1868,NA,1875,NA,1875,627,1875,627,NA,"Cincinnati OH",-84.5120196,39.1031182
"229",6229,5823,95116,"OH","Cincinnati","Wesleyan Female College - young Ladies' Lyceum","Coll socy",NA,1859,1859,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"230",6230,3928,5039,"OH","Cincinnati","Young Men's Christian Union","Theo socy",1856,NA,1858,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"231",6231,4022,5028,"OH","Cincinnati","Society of Natural History","Sci eng socy",1870,NA,1884,NA,1875,900,1875,900,NA,"Cincinnati OH",-84.5120196,39.1031182
"232",6232,4023,5034,"OH","Cincinnati","Western Academy of Natural Sciences","Sci eng socy",1835,NA,1855,NA,1855,200,1855,200,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"233",6233,5824,95117,"OH","Cincinnati","Woodword College - Epanthean Literary Society","Coll socy",NA,1847,1847,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"234",6234,4061,4980,"OH","Cincinnati","Cincinnati Turngemeinde","Socl",1854,NA,1884,NA,NA,0,NA,0,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"235",6235,4060,5123,"OH","Cincinnati","Catholic Institute Library","Socl",NA,NA,NA,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"236",6236,4059,5032,"OH","Cincinnati","Turners' Library","Socl",1848,NA,1875,NA,1875,3310,1875,3310,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"237",6237,7163,12670,"OH","Cincinnati","Lloyd Library and Museum Business Library","Bus coll",1864,NA,1984,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"238",6238,7449,5011,"OH","Cincinnati","New Church Library","Church",1850,NA,1884,NA,1875,1100,1875,1100,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"239",6239,7035,4989,"OH","Cincinnati","Cincinnati Sanitarium","Asylum",1873,NA,1884,NA,1875,800,1875,800,NA,"Cincinnati OH",-84.5120196,39.1031182
"240",6240,5307,12672,"OH","Cincinnati","Post and Co's Circulating Library","Comm",NA,1847,1847,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"241",6241,6692,4984,"OH","Cincinnati","Cincinnati Hospital Library","Hosp",1870,NA,1884,NA,1875,2119,1875,2119,NA,"Cincinnati OH",-84.5120196,39.1031182
"242",6242,7034,4987,"OH","Cincinnati","Orphan Asylum","Asylum",1840,NA,1875,NA,1850,400,1875,396,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"243",6243,5874,5025,"OH","Cincinnati","St. Xavier College - Philopedian Society","Coll socy",NA,1850,1875,NA,1850,300,1858,300,NA,"Cincinnati OH",-84.5120196,39.1031182
"244",6244,7448,5012,"OH","Cincinnati","New Jerusalem Church Library","Church",1817,NA,1817,NA,NA,0,NA,0,"Early National","Cincinnati OH",-84.5120196,39.1031182
"245",6245,3927,5038,"OH","Cincinnati","Young men's Christian Union","Rel socy",1848,NA,1857,NA,1857,530,1857,530,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"246",6246,5873,5026,"OH","Cincinnati","St. Xavie College - Philhermenian Society","Coll socy",NA,1850,1875,NA,1850,300,1858,300,NA,"Cincinnati OH",-84.5120196,39.1031182
"247",6247,5872,5027,"OH","Cincinnati","St. Xavier College - Students' Library","Coll socy",1865,NA,1884,NA,NA,0,NA,0,NA,"Cincinnati OH",-84.5120196,39.1031182
"248",6248,4674,4983,"OH","Cincinnati","Cincinnati Horicultural Society","Agri socl",1842,NA,1867,NA,1858,500,1867,600,"Antebellum","Cincinnati OH",-84.5120196,39.1031182
"249",6249,3072,4977,"OH","Cincinnatti","Apprentices Library","Appren",1821,NA,1858,NA,1841,2200,1858,5000,"Early National","Cincinnatti OH",-84.5120196,39.1031182
"250",6250,8052,5044,"OH","Circleville","Public Library","Public",1873,NA,1884,NA,1873,974,1875,1400,NA,"Circleville OH",-82.9460133,39.600618
"251",6251,3336,5041,"OH","Circleville","Circleville Athenaeum Library","Athen",1834,NA,1834,NA,1834,1000,1834,1000,"Antebellum","Circleville OH",-82.9460133,39.600618
"252",6252,3684,5045,"OH","Circleville","Young Men's Christian Assoc.","YMCA",1869,NA,1869,NA,NA,0,NA,0,NA,"Circleville OH",-82.9460133,39.600618
"253",6253,1930,5042,"OH","Circleville","Joint Stock Co. Library","Socl",1872,NA,NA,1873,1873,974,1873,974,NA,"Circleville OH",-82.9460133,39.600618
"254",6254,3437,5043,"OH","Circleville","Pickoway Lyceum Library","Lyceum",1845,NA,NA,1851,NA,0,NA,0,"Antebellum","Circleville OH",-82.9460133,39.600618
"255",6255,4675,5046,"OH","Claridon","Claridon Farmers' Club","Agri socl",1860,1867,1867,NA,1867,23,1867,23,"Antebellum","Claridon OH",-82.9968527,40.5831152
"256",6256,1931,5047,"OH","Clarksfield","Clarksfield Library Soc.","Socl",1832,NA,1832,NA,NA,0,NA,0,"Antebellum","Clarksfield OH",-82.4115563,41.1950529
"257",6257,8053,5063,"OH","Cleveland","Public Library","Public",1869,NA,1875,NA,1869,6000,1875,24000,NA,"Cleveland OH",-81.6943605,41.49932
"258",6258,7913,5048,"OH","Cleveland","Board of Education","Co edu",1854,NA,1868,NA,1857,1500,1857,1500,"Antebellum","Cleveland OH",-81.6943605,41.49932
"259",6259,1932,5051,"OH","Cleveland","Cleveland Library Assoc.","Socl",1811,NA,NA,1848,NA,0,NA,0,"Early National","Cleveland OH",-81.6943605,41.49932
"260",6260,3683,5072,"OH","Cleveland","YMCA","YMCA",1854,NA,1859,NA,1854,230,1859,1182,"Antebellum","Cleveland OH",-81.6943605,41.49932
"261",6261,1935,5056,"OH","Cleveland","Cleveland Reading Room Assoc.","Socl",NA,NA,NA,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"262",6262,1933,5052,"OH","Cleveland","Cleveland Library Assoc.","Socl",1846,NA,1870,NA,1848,1600,1870,10000,"Antebellum","Cleveland OH",-81.6943605,41.49932
"263",6263,3682,5073,"OH","Cleveland","YMCA","YMCA",1873,NA,1884,NA,1875,1200,1875,1200,NA,"Cleveland OH",-81.6943605,41.49932
"264",6264,1934,5053,"OH","Cleveland","Cleveland Library Co.","Socl",1833,NA,1833,NA,NA,0,NA,0,"Antebellum","Cleveland OH",-81.6943605,41.49932
"265",6265,3681,5074,"OH","Cleveland","YMCA Railway Library","YMCA",1872,NA,1884,NA,1875,375,1875,375,NA,"Cleveland OH",-81.6943605,41.49932
"266",6266,7447,5065,"OH","Cleveland","Walnut Street Church Home Library","Church",1870,NA,1884,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"267",6267,7046,5061,"OH","Cleveland","Orphan Asylum Independent Order of B'nai B'rith?","Asylum",1870,NA,1884,NA,1875,450,1875,450,NA,"Cleveland OH",-81.6943605,41.49932
"268",6268,6691,5064,"OH","Cleveland","St. Vincent's Charity Hospital","Hosp",1866,NA,1884,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"269",6269,7045,5062,"OH","Cleveland","Protestant Orphan Asylum","Asylum",1870,NA,1884,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"270",6270,5318,5058,"OH","Cleveland","Commercial Circulating Library","Comm",1841,NA,1841,NA,NA,0,NA,0,"Antebellum","Cleveland OH",-81.6943605,41.49932
"271",6271,4374,5050,"OH","Cleveland","Cleveland Law Library","Bar",1870,NA,1884,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"272",6272,6630,5049,"OH","Cleveland","Calvin College","Coll",1873,NA,1884,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"273",6273,4483,5066,"OH","Cleveland","Western Reserve and Northern Ohio Historical Society","Hist socl",1871,NA,1884,NA,1875,2275,1875,2275,NA,"Cleveland OH",-81.6943605,41.49932
"274",6274,6635,5054,"OH","Cleveland","Cleveland Medical College","Med coll",1843,NA,1870,NA,1858,1000,1870,5000,"Antebellum","Cleveland OH",-81.6943605,41.49932
"275",6275,6637,5070,"OH","Cleveland","Western Reserve Medical College","Med coll",1843,NA,1884,NA,1850,1000,1875,2000,"Antebellum","Cleveland OH",-81.6943605,41.49932
"276",6276,7039,5071,"OH","Cleveland","Working Women's Home","Asylum",1869,NA,1875,NA,1875,300,1875,300,NA,"Cleveland OH",-81.6943605,41.49932
"277",6277,5306,12675,"OH","Cleveland","Sanford and Co's Circulating Library","Comm",1841,NA,1841,NA,NA,0,NA,0,"Antebellum","Cleveland OH",-81.6943605,41.49932
"278",6278,7038,5055,"OH","Cleveland","Cleveland Orphan Asylum","Asylum",NA,1875,1875,NA,1875,1000,1875,1000,NA,"Cleveland OH",-81.6943605,41.49932
"279",6279,6636,5059,"OH","Cleveland","Homoeopathic Medical College","Med coll",1849,NA,1884,NA,1870,5000,1875,1000,"Antebellum","Cleveland OH",-81.6943605,41.49932
"280",6280,6632,5067,"OH","Cleveland","Adelbert College of Wester Reserve University","Coll",1826,NA,1884,NA,NA,0,NA,0,"Early National","Cleveland OH",-81.6943605,41.49932
"281",6281,6634,5060,"OH","Cleveland","Ohio State and Union Law College","Law coll",1856,NA,1875,NA,1870,3000,1875,3000,"Antebellum","Cleveland OH",-81.6943605,41.49932
"282",6282,6631,5057,"OH","Cleveland","Cleveland University","Coll",NA,1858,1858,NA,1858,600,1858,600,NA,"Cleveland OH",-81.6943605,41.49932
"283",6283,5869,5069,"OH","Cleveland","Adelbert College and Western Reserve University - Philozetian Society","Coll socy",1828,NA,1884,NA,NA,0,NA,0,"Early National","Cleveland OH",-81.6943605,41.49932
"284",6284,5870,5068,"OH","Cleveland","Adelbert College and Western Reserve University - Phi Delta Society","Coll socy",1830,NA,1884,NA,NA,0,NA,0,"Antebellum","Cleveland OH",-81.6943605,41.49932
"285",6285,6633,12674,"OH","Cleveland","Cleveland College of Physicians and Surgeons","Med coll",1863,NA,1900,NA,NA,0,NA,0,NA,"Cleveland OH",-81.6943605,41.49932
"286",6286,5864,5079,"OH","College Hill","Farmers' College of Hamilton County - unnamed Society","Coll socy",NA,1875,1875,NA,1875,1000,1875,1000,NA,"College Hill OH",-84.5484275,39.1985363
"287",6287,5865,5078,"OH","College Hill","Farmers' College of Hamilton","Coll socy",NA,1875,1875,NA,1875,1000,1875,1000,NA,"College Hill OH",-84.5484275,39.1985363
"288",6288,5866,5077,"OH","College Hill","Farmers' College of Hamilton County - unnamed society","Coll socy",NA,1875,1875,NA,1875,1500,1875,1500,NA,"College Hill OH",-84.5484275,39.1985363
"289",6289,5867,5076,"OH","College Hill","Farmers' College of Hamiton County - unnamed society Libraries","Coll socy",NA,1875,1875,NA,1875,1500,1875,1500,NA,"College Hill OH",-84.5484275,39.1985363
"290",6290,6638,5080,"OH","College Hill","Ohio Female College","Coll",1851,NA,1870,NA,1870,2000,1870,2000,"Antebellum","College Hill OH",-84.5484275,39.1985363
"291",6291,5868,5075,"OH","College Hill","Belmont College - Philomatheau Society","Coll socy",1845,NA,1884,NA,NA,0,NA,0,"Antebellum","College Hill OH",-84.5484275,39.1985363
"292",6292,1936,5081,"OH","Columbia","Columbia Library Soc.","Socl",1827,NA,1827,NA,NA,0,NA,0,"Early National","Columbia OH",-81.507063,40.5750628
"293",6293,8054,5997,"OH","Columbus","Public Library and Reading Room","Public",1872,NA,1884,NA,1873,1200,1875,4111,NA,"Columbus OH",-82.9987942,39.9611755
"294",6294,7802,5095,"OH","Columbus","State Library","State",1817,NA,1884,NA,1817,519,1875,40000,"Early National","Columbus OH",-82.9987942,39.9611755
