,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period
8469,5583,6842,WV,bethany,bethany college - american literary institute,Coll socy,1841,NA,1858,NA,1850,494,1858,575,Antebellum
8470,5584,6841,WV,bethany,bethany college - adelphian society,Coll socy,1852,NA,1858,NA,NA,0,NA,0,Antebellum
8471,6174,6698,WV,Bethany College,Bethany College,Coll,1840,NA,1884,NA,1849,2280,1875,3500,Antebellum
8472,1667,31067,WV,Charles Town,Charles Town Library Assoc.,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum
8473,3870,31066,WV,Charles Town,Charles Town Athenaeum,Athen,1856,NA,1856,NA,NA,0,NA,0,Antebellum
8474,3413,31064,WV,Charleston,Kanawha Lyceum,Lyceum,1841,NA,1870,NA,1870,500,1870,500,Antebellum
8475,3872,31062,WV,Charleston,Charleston Athenaeum and Female Academy,Athen,1836,NA,1836,NA,NA,0,NA,0,Antebellum
8476,1666,31063,WV,Charleston,Charleston Library Co.,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum
8477,7784,6711,WV,Charleston,State Library,State,1863,NA,1884,NA,1875,8000,1875,8000,NA
8478,6825,0,WV,Charleston,see Wheeling,,NA,NA,NA,NA,NA,0,NA,0,NA
8479,7612,31065,WV,Charleston,West Virginia State Supreme Court,Law state,1867,NA,1989,NA,NA,0,NA,0,NA
8480,7392,95179,WV,Charlestown,Zion Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA
8481,6173,6699,WV,Flemington,,Coll,1868,NA,1875,NA,1875,580,1875,580,NA
8482,3412,31068,WV,Guyandotte,Guyandotte Lyceum,Lyceum,1852,NA,1852,NA,NA,0,NA,0,Antebellum
8483,1670,6700,WV,Harpers Ferry,The Library Soc. Of Harpers Ferry Inc.,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National
8484,7393,95180,WV,Harper's Ferry,St. John's Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA
8485,3411,31069,WV,Lewisburg,Lewisburg Lyceum Inc.,Lyceum,1828,NA,1828,NA,NA,0,NA,0,Early National
8486,1671,6701,WV,Lewisburg,The Lewisburg Circulating Library Co.,Socl,1823,NA,1823,NA,NA,0,NA,0,Early National
8487,7611,6640,WV,Lewisburg,Court of Appeals,Law state,1832,NA,NA,1863,NA,0,NA,0,Antebellum
8488,1668,31071,WV,Martinsburg,Matinsburg Library Society.,Socl,1826,NA,1826,NA,NA,0,NA,0,Early National
8489,3410,31072,WV,Martinsburg,Martinsburg Lyceum,Lyceum,1848,NA,1848,NA,NA,0,NA,0,Antebellum
8490,1669,31073,WV,Morgantown,Morgantown Circulating Library Inc.,Socl,1814,NA,1814,NA,NA,0,NA,0,Early National
8491,6172,6703,WV,Morgantown,West Virginia University,Coll,1867,NA,1884,NA,1875,4000,1875,4000,NA
8492,4472,6702,WV,Morgantown,West Virginia Historical Society,Hist socl,1869,NA,1884,NA,NA,0,NA,0,NA
8493,6781,6704,WV,Moundsville,State Prison,Prison,NA,1875,1875,NA,1875,500,1875,500,NA
8494,7395,31074,WV,Moundsville,Church,Church,NA,1850,1850,NA,1850,110,1850,110,NA
8495,3255,31075,WV,New Cumberland,Mercantile Library Assoc.,Merc,1875,NA,1875,NA,NA,0,NA,0,NA
8496,7089,95286,WV,Ohio County,Ohio County Law Library,Law,NA,1871,1871,NA,NA,0,NA,0,NA
8497,7088,31060,WV,Ohio County,Ohio County Law Library,Law,NA,1870,1870,NA,NA,0,NA,0,NA
8498,3643,6706,WV,Parkensburg,YMCA,YMCA,1865,NA,1875,NA,1875,570,1875,570,NA
8499,1672,6705,WV,Parkersburg,Parkersburg Library Assoc.,Socl,1844,NA,1858,NA,1850,360,1850,360,Antebellum
8500,5586,31077,WV,Preston,?? College society Library,Coll socy,NA,1850,1850,NA,1850,2500,1850,2500,NA
8501,6171,31076,WV,Preston County,,Coll,NA,1850,1850,NA,1850,1500,1850,1500,NA
8502,5585,31078,WV,Preston county,?? College Societies,Coll socy,NA,1850,1850,NA,1850,2600,1850,2600,NA
8503,6170,6707,WV,Pruntytown,Rector College,Coll,1840,NA,NA,1857,1858,2500,1858,2500,Antebellum
8504,6175,31079,WV,Sheperdstown,Shepherd College,Coll,1872,NA,1990,NA,NA,0,NA,0,NA
8505,7394,95181,WV,Shepherds town,Trinity Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA
8506,3409,31080,WV,Wellsburg,Wellsburg Lyceum,Lyceum,1836,NA,1836,NA,NA,0,NA,0,Antebellum
8507,4343,6681,WV,Weston,Everett Literary Assoc.,Lit socy,1857,NA,1859,NA,1858,50,1858,50,Antebellum
8508,7000,6709,WV,Weston,West Virginia Hospital for the Insane,Asylum,1864,NA,1884,NA,NA,0,NA,0,NA
8509,3321,31081,WV,Wheeling,Wheeling Athenaeum,Athen,1848,NA,1848,NA,NA,0,NA,0,Antebellum
8510,3414,6713,WV,Wheeling,Wheeling Lyceum,Lyceum,1848,NA,1859,NA,NA,0,NA,0,Antebellum
8511,1673,6710,WV,Wheeling,Wheeling Library Assoc. Inc.,Socl,1859,NA,NA,1933,1875,5000,1875,5000,Antebellum
8512,3254,6714,WV,Wheeling,Wheeley Mercantile Library Assoc.,Merc,1859,NA,NA,1859,NA,0,NA,0,Antebellum
8513,1674,6712,WV,Wheeling,Wheeling Library Co.,Socl,1807,NA,1813,NA,NA,0,NA,0,Early National
8514,3871,31086,WV,Wheeling,Wheeling Athenaeum,Athen,1848,NA,1848,NA,NA,0,NA,0,Antebellum
8515,6169,6715,WV,Wheeling,St. Vincent's College - Bishop's Library,Theo coll,1841,NA,1875,NA,1875,3000,1875,3000,Antebellum
8516,7738,12875,WY,,Fort D.A. Russell - A cavalry company,Garr,NA,1870,1875,NA,NA,0,NA,0,NA
8517,7737,12874,WY,Bridger,Fort Bridger Post Library,Garr,NA,1870,1875,NA,NA,0,NA,0,NA
8518,7817,6835,WY,Cheyenne,Territorial Library,Terr,1871,NA,1884,NA,1875,3011,1875,3011,NA
8519,2444,6834,WY,Cheyenne,Cheyenne Library,Socl,1872,NA,1884,NA,1875,600,1875,600,NA
8520,7735,12879,WY,Fetterman,Fort Fetterman Post Library,Garr,NA,1870,1870,NA,1870,250,1870,250,NA
8521,6688,12877,WY,Fort D.A. Russell?,Hospital Library,Hosp,NA,1870,1875,NA,1870,200,1875,200,NA
8522,6687,12880,WY,Fort Laramie,Fort Laramie Hospital Library,Hosp,NA,1870,1870,NA,1870,300,1870,300,NA
8523,7739,12876,WY,Ft. D.A. Russell,Fort D.A. Russell,Garr,NA,1870,1875,NA,NA,0,NA,0,NA
8524,7736,12878,WY,Ft. D.A. Russell,Fort D.A. Russell 9th Infantry,Garr,NA,1870,1870,NA,NA,0,NA,0,NA
8525,7732,6836,WY,Ft. Fred Steele,Fort Fred Steele Post Library,Garr,1868,NA,1884,NA,NA,0,NA,0,NA
8526,2443,6837,WY,Laramie,Wyo. Library and Literary Assoc.,Socl,1869,NA,1875,NA,1875,875,1875,875,NA
8527,7733,12881,WY,Laramie,Fort Laramie Post Library,Garr,NA,1870,1870,NA,1870,300,1870,300,NA
8528,7734,12882,WY,Sanders,Fort Sanders Reading Room,Garr,NA,1875,1875,NA,NA,0,NA,0,NA
