,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period
4039,8728,52489,MI,North Plains,North Plains Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4040,8730,52490,MI,North Shade,North Shade Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4041,8731,52491,MI,North Star,North Star Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4042,8727,52488,MI,Northfield,Northfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4043,8729,3503,MI,Northport,Northport Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4044,8732,52492,MI,Novi,Novi Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4045,8733,52493,MI,Oakfield,Oakfield Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4046,8734,52494,MI,Oakland,Oakland Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4047,8735,52495,MI,Oceana,Oceana Township Library,Town,NA,1860,1860,NA,NA,0,NA,0,NA
4048,8736,52496,MI,Odessa,Odessa Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4049,8737,52497,MI,Ogden,Ogden Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4050,8738,52498,MI,Olive,Olive Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4051,8739,52499,MI,Olive,Olive Township Library,Town,NA,1860,1860,NA,NA,0,NA,0,NA
4052,5730,3505,MI,Olivet,Olivet College - Phi Alpha Pi Society,Coll socy,1861,NA,1875,NA,NA,0,NA,0,NA
4053,5729,3506,MI,Olivet,Olivet College - Society Library,Coll socy,1862,NA,1875,NA,NA,0,NA,0,NA
4054,6251,3504,MI,Olivet,Olivet College,Coll,1848,NA,1884,NA,1863,1500,1875,6000,Antebellum
4055,8740,52500,MI,Oneida,Oneida Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4056,8741,52501,MI,Onondaga,Onondaga Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4057,8742,52502,MI,Ontwa,Ontwa Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4058,8743,52503,MI,Orange,Orange Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4059,8744,52504,MI,Orangeville,Orangeville Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4060,8745,52505,MI,Oranokogo,Oranokogo Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4061,8746,30915,MI,Orchard Lake,Orchard Lake Township Library,Town,1845,NA,1989,NA,NA,0,NA,0,Antebellum
4062,8747,52506,MI,Oregon,Oregon Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4063,8748,52507,MI,Orion,Orion Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4064,8749,52508,MI,Orleans,Orleans Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4065,8750,52509,MI,Osceola,Osceola Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4066,8751,52510,MI,Oshtemo,Oshtemo Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4067,8752,52511,MI,Otisco,Otisco Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4068,8753,3508,MI,Otsego,Otsego Township Library,Town,1850,NA,1884,NA,NA,0,NA,0,Antebellum
4069,2877,3507,MI,Otsego,Ladies' Library,Ladies,1871,NA,NA,1905,NA,0,NA,0,NA
4070,8754,52512,MI,Ottawa,Ottawa Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4071,8755,52513,MI,Overisel,Overisel Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4072,8756,52514,MI,Ovid,Ovid Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4073,8757,52515,MI,Ovid,Ovid Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4074,2876,3509,MI,Owasso,Ladies' Library Assoc.,Ladies,1867,NA,NA,1910,1868,262,1875,875,NA
4075,3527,30916,MI,Owasso,Women's Literary Club,Ladies' socy,NA,1860,NA,1867,NA,0,NA,0,NA
4076,8758,52516,MI,Owosso,Owosso Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4077,8759,52517,MI,Oxford,Oxford Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4078,8760,52518,MI,Palmyra,Palmyra Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4079,8761,52519,MI,Paris,Paris Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4080,8762,52520,MI,Park,Park Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4081,8763,52521,MI,Parma,Parma Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4082,8764,52522,MI,Pavillion,Pavillion Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4083,8765,52523,MI,Peninsula,Peninsula Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4084,8766,52524,MI,Penn,Penn Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4085,8767,52525,MI,Pennfield,Pennfield Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4086,8768,52526,MI,Perry,Perry Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4087,8769,52527,MI,Pine Grove,Pine Grove Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4088,8770,52528,MI,Pine Plains,Pine Plains Township Library,Town,NA,1857,1857,NA,NA,0,NA,0,NA
4089,8771,52529,MI,Pine River,Pine River Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4090,8772,52530,MI,Pipestone,Pipestone Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4091,8773,52531,MI,Pittsfield,Pittsfield Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4092,8774,52532,MI,Pittsford,Pittsford Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4093,8775,52533,MI,Plainfield,Plainfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4094,2875,3510,MI,Plainwell,Ladies' Library Assoc.,Ladies,1868,NA,NA,1918,1869,175,1875,534,NA
4095,8776,52534,MI,Plymouth,Plymouth Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4096,8777,52535,MI,Pokagon,Pokagon Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4097,8778,52536,MI,Polkton,Polkton Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4098,8779,52537,MI,Pontiac,Pontiac Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4099,8784,52542,MI,Port Huron,Port Huron Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4100,2874,3511,MI,Port Huron,Ladies' Library Assoc.,Ladies,1866,NA,1884,NA,1866,113,1875,1938,NA
4101,8780,52538,MI,Portage,Portage Township Library,Town,NA,1860,1860,NA,NA,0,NA,0,NA
4102,8781,52539,MI,Portage,Portage Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4103,8782,52540,MI,Porter,Porter Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4104,8783,52541,MI,Porter,Porter Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4105,8785,52543,MI,Portland,Portland Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4106,8786,52544,MI,Prairie Ronde,Prairie Ronde Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4107,8787,52545,MI,Prairieville,Prairieville Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4108,8788,52546,MI,Pulaski,Pulaski Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4109,8789,52547,MI,Putnam,Putnam Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4110,2873,3512,MI,Quincy,Quincy Ladies' Library Assoc.,Wn socy,1871,NA,1876,NA,1874,186,1875,250,NA
4111,8790,52548,MI,Raisin,Raisin Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4112,8791,52549,MI,Raisinville,Raisinville Township Library,Town,NA,1858,1860,NA,NA,0,NA,0,NA
4113,8792,52550,MI,Ransom,Ransom Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4114,8793,52551,MI,Ravenna,Ravenna Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4115,8794,52552,MI,Ray,Ray Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4116,8795,52553,MI,Reading,Reading Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4117,8796,52554,MI,Redford,Redford Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4118,8797,52555,MI,Richfield,Richfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4119,8798,52556,MI,Richland,Richland Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4120,8799,52557,MI,Richmond,Richmond Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4121,8800,3513,MI,Ridgeway,Ridgeway Township Library,Town,1845,NA,1884,NA,NA,0,NA,0,Antebellum
4122,8801,3514,MI,Riga,Riga Township Library,Town,1847,NA,1884,NA,NA,0,NA,0,Antebellum
4123,8803,52559,MI,Riley,Riley Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4124,8802,52558,MI,Riley,Riley Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4125,8804,52560,MI,Rives,Rives Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4126,8805,52561,MI,Robinson,Robinson Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4127,4352,3515,MI,Rochester,Rochester Literary Society,Lit socy,1872,NA,1872,NA,NA,0,NA,0,NA
4128,8130,3516,MI,Rockland,Rockland District Library,Public,1875,NA,1884,NA,NA,0,NA,0,NA
4129,6250,12313,MI,Rodney,Oakland College Library,Coll,NA,1873,1873,NA,NA,0,NA,0,NA
4130,8806,52562,MI,Rogers,Rogers Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4131,8807,52563,MI,Rollin,Rollin Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4132,8808,52564,MI,Rome,Rome Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4133,8809,52565,MI,Romulus,Romulus Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4134,8810,52566,MI,Ronald,Ronald Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4135,8811,52567,MI,Rose,Rose Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4136,8812,52568,MI,Ross,Ross Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4137,8813,52569,MI,Roxand,Roxand Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4138,8814,3517,MI,Royal Oak,Royal Oak Township Library,Town,1856,NA,NA,1916,NA,0,NA,0,Antebellum
4139,8815,52570,MI,Royalton,Royalton Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4140,8816,52571,MI,Rubicon,Rubicon Township Library,Town,NA,1860,1860,NA,NA,0,NA,0,NA
4141,8817,52572,MI,Rush,Rush Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4142,8818,52573,MI,Rutland,Rutland Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4143,8820,52575,MI,Saginaw,Saginaw Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4144,8819,52574,MI,Saginaw,Saginaw Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4145,8131,3518,MI,Saginaw,Public and Union School Library,Public,1857,NA,1899,NA,NA,0,NA,0,Antebellum
4146,2957,3519,MI,Saginaw,Young Men's Library,Young Men's,1865,NA,1870,NA,1870,1084,1870,1084,NA
4147,3226,3520,MI,Saginaw City,Mechanics' Library Assoc.,Mech,1837,NA,NA,1857,NA,0,NA,0,Antebellum
4148,8827,52580,MI,Salem,Salem Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4149,8826,52579,MI,Salem,Salem Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4150,8828,52581,MI,Saline,Saline Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4151,8829,52582,MI,Sand Beach,Sand Beach Township Library,Town,NA,1857,1857,NA,NA,0,NA,0,NA
4152,8830,52583,MI,Sandstone,Sandstone Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4153,8831,52584,MI,Sanilac,Sanilac Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4154,8832,3525,MI,Saulte Ste. Marie,Township Library,Town,NA,1855,1864,NA,NA,0,NA,0,NA
4155,8833,52585,MI,Schoocraft,Schoocraft Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4156,8835,52587,MI,Scipio,Scipio Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4157,8836,3526,MI,Sebewaing,Sevewaing Township Library,Town,1858,NA,1884,NA,NA,0,NA,0,Antebellum
4158,8837,52588,MI,Seneca,Seneca Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4159,8838,52589,MI,Seweba,Seweba Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4160,8839,52590,MI,Sharon,Sharon Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4161,8840,52591,MI,Shelby,Shelby Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4162,8841,52592,MI,Sheridan,Sheridan Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4163,8842,52593,MI,Sherman,Sherman Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4164,8843,52594,MI,Sherwood,Sherwood Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4165,8834,52586,MI,Shiawassee,Shiawassee Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4166,8844,52595,MI,Shiawassee,Shiawassee Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4167,8845,3527,MI,Siddons,Grant Township Library,Town,1871,NA,1884,NA,NA,0,NA,0,NA
4168,8846,52596,MI,Silver Creek,Silver Creek Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4169,8847,52597,MI,Solon,Solon Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4170,8848,52598,MI,Somerset,Somerset Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4171,8850,52600,MI,South Haven,South Haven Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4172,8849,52599,MI,Southfield,Southfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4173,8851,52601,MI,Sparta,Sparta Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4174,8852,52602,MI,Speaker,Speaker Township Library,Town,NA,1858,1860,NA,NA,0,NA,0,NA
4175,8853,52603,MI,Spring Arbor,Spring Arbor Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4176,8855,3529,MI,Spring Lake,Spring Lake Township Library,Town,NA,1858,1884,NA,NA,0,NA,0,NA
4177,4193,3528,MI,Spring?,Central Lodge Library,Frat,NA,1858,1858,NA,NA,0,NA,0,NA
4178,8854,52604,MI,Springfield,Springfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4179,8856,52605,MI,Springport,Springport Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4180,8857,52606,MI,Springwells,Springwells Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4181,8821,52576,MI,St. Charles,St. Charles Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4182,8823,3522,MI,St. Clair,St. Clair Township Library,Town,1853,NA,1884,NA,NA,0,NA,0,Antebellum
4183,2872,3521,MI,St. Clair,Ladies' Library Assoc.,Wn socy,1869,NA,1876,NA,1869,140,1875,730,NA
4184,8822,52577,MI,St. Clair City,St. Clair City Township Library,Town,NA,1858,1860,NA,NA,0,NA,0,NA
4185,8824,3523,MI,St. Ignace,St. Ignace Township Library,Town,1870,NA,1884,NA,NA,0,NA,0,NA
4186,2871,3524,MI,St. John's,Ladies Library Assoc.,Ladies,1870,NA,1884,NA,NA,0,NA,0,NA
4187,8825,52578,MI,St. Joseph,St. Joseph Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4188,4736,3343,MI,St. Joseph,Berrien Co. Agircultural Society,Agri socl,1851,1859,1859,NA,1859,100,1859,100,Antebellum
4189,8858,52607,MI,Sterling,Sterling Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4190,8859,52608,MI,Stockbridge,Stockbridge Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4191,8860,52609,MI,Stronach,Stronach Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4192,8861,3531,MI,Sturgis,Sturgis Township Library,Town,1846,NA,1858,NA,NA,0,NA,0,Antebellum
4193,2269,3530,MI,Sturgis,Library Assoc.,Socl,1872,NA,1875,NA,1875,535,1875,525,NA
4194,8862,52610,MI,Summerfield,Summerfield Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4195,8863,52611,MI,Summir,Summit Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4196,8864,52612,MI,Sumner,Sumner Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4197,8865,52613,MI,Sumpter,Sumpter Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4198,8866,52614,MI,Sunfield,Sunfield Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4199,8867,52615,MI,Superior,Superior Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4200,8868,52616,MI,Sylvan,Sylvan Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4201,8869,52617,MI,Tallmadge,Tallmadge Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4202,8870,52618,MI,Taylor,Taylor Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4203,8871,52619,MI,Taymouth,Taymouth Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4204,8872,52620,MI,Tecumseh,Tecumseh Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4205,8873,52621,MI,Tekonsha,Tekonsha Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4206,8874,52622,MI,Texas,Texas Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4207,8875,52623,MI,Thetford,Thetford Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4208,8876,3532,MI,Thomastown,Thomastown Township Library,Town,1856,NA,1884,NA,NA,0,NA,0,Antebellum
4209,8877,52624,MI,Thornapple,Thornapple Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4210,8878,3533,MI,Three Oaks,Three Oaks Township Library,Town,1856,NA,1884,NA,NA,0,NA,0,Antebellum
4211,8879,3535,MI,Three Rivers,Three Rivers Township Library,Town,NA,1855,1884,NA,1875,1200,1875,1200,NA
4212,2870,3534,MI,Three Rivers,Ladies' Library,Ladies,1865,NA,1875,NA,1875,500,1875,500,NA
4213,8880,52625,MI,Tittabawassee,Tittabawassee Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4214,8881,52626,MI,Tompkins,Tompkins Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4215,8882,52627,MI,Traverse,Traverse Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4216,2869,3536,MI,Traverse City,Ladies' Library Assoc.,Ladies,1869,NA,1884,NA,NA,0,NA,0,NA
4217,8883,52628,MI,Trowbridge,Trowbridge Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4218,8884,52629,MI,Troy,Troy Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4219,8885,52630,MI,Tuscola,Tuscola Township Library,Town,NA,1855,1855,NA,NA,0,NA,0,NA
4220,8886,52631,MI,Tuscola,Tuscola Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4221,8888,52633,MI,Tyrone,Tyrone Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4222,8887,52632,MI,Tyrone,Tyrone Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4223,8889,52634,MI,Unadilla,Unadilla Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4224,8890,52635,MI,Union,Union Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4225,2868,3537,MI,Union City,Union City Ladies' Library Assoc.,Ladies,1872,NA,1876,NA,1872,63,1872,63,NA
4226,8891,52636,MI,Van Buren,Van Buren Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4227,8892,3538,MI,Vanderbilt,Vanderbilt Township Library,Town,1875,NA,1884,NA,NA,0,NA,0,NA
4228,8893,52637,MI,Venice,Venice Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4229,8894,52638,MI,Vermontville,Vermontville Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4230,8895,52639,MI,Vernon,Vernon Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4231,8896,52640,MI,Vevay,Vevay Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4232,8897,3539,MI,Victor,Victor Township Library,Town,1850,NA,1884,NA,NA,0,NA,0,Antebellum
4233,8898,52641,MI,Vienna,Vienna Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4234,8899,52642,MI,Volinia,Volinia Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4235,8900,52643,MI,Wakeshma,Wakeshma Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4236,8901,52644,MI,Wales,Wales Township Library,Town,NA,1858,1858,NA,NA,0,NA,0,NA
4237,8902,52645,MI,Walker,Walker Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4238,8903,52646,MI,Walton,Walton Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4239,8904,52647,MI,Warren,Warren Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4240,8905,52648,MI,Washington,Washington Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4241,8907,52650,MI,Washington,Washington Township Library,Town,NA,1857,1860,NA,NA,0,NA,0,NA
4242,8906,52649,MI,Washington,Washington Township Library,Town,NA,1857,1858,NA,NA,0,NA,0,NA
4243,4666,3646,MI,Washington,State Agricultural Society,Agri socl,NA,1858,1858,NA,1858,1000,1858,1000,NA
4244,8908,52651,MI,Waterford,Waterford Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4245,8909,52652,MI,Waterloo,Waterloo Township Library,Town,NA,1855,1857,NA,NA,0,NA,0,NA
4246,8910,52654,MI,Watertown,Watertown Township Library,Town,NA,1858,1860,NA,NA,0,NA,0,NA
4247,8911,52653,MI,Watertown,Watertown Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4248,8912,52655,MI,Watervliet,Watervliet Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4249,8913,52656,MI,Watson,Watson Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4250,8914,52657,MI,Waverly,Waverly Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4251,8915,52658,MI,Wayland,Wayland Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
4252,8916,52659,MI,Wayne,Wayne Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4253,8917,52660,MI,Webster,Webster Township Library,Town,NA,1855,1858,NA,NA,0,NA,0,NA
4254,8918,52661,MI,Weesaw,Weesaw Township Library,Town,NA,1855,1860,NA,NA,0,NA,0,NA
