,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
3047,7495,42048,MD,All Hallows?,Parochial Library by Thos,Church,1701,NA,1701,NA,NA,0,NA,0,Colonial,All Hallows? MD,-76.89399,38.6043213
3048,7526,2331,MD,Ann Arundel County,Brood Neck Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Ann Arundel County MD,-76.5488232,38.9530109
3049,7922,2275,MD,Annapolis,Provincial Library,Co theo,1697,1704,NA,1784,1704,1095,1704,1095,Colonial,Annapolis MD,-76.4921829,38.9784453
3050,7837,2274,MD,Annapolis,State Library,State,1827,NA,1884,NA,1837,10000,1875,40000,Early National,Annapolis MD,-76.4921829,38.9784453
3051,5250,2273,MD,Annapolis,Annapolis  Circulating Library,Comm,NA,1783,1786,NA,NA,0,NA,0,NA,Annapolis MD,-76.4921829,38.9784453
3052,6125,2278,MD,Annapolis,U.S. Naval Academy,Mil acad,1845,NA,1884,NA,1855,4600,1875,17678,Antebellum,Annapolis MD,-76.4921829,38.9784453
3053,5542,12154,MD,Annapolis,St. John's College - Lyceum Society,Coll socy,1831,NA,NA,1850,NA,0,NA,0,Antebellum,Annapolis MD,-76.4921829,38.9784453
3054,5231,2272,MD,Annapolis,William Aikman's Circulating Library,Comm,1773,NA,NA,1775,1773,2000,1773,2000,Colonial,Annapolis MD,-76.4921829,38.9784453
3055,5230,2276,MD,Annapolis,William Rind's Circulating Library,Comm,1762,NA,NA,1764,1762,150,1762,150,Colonial,Annapolis MD,-76.4921829,38.9784453
3056,6124,2277,MD,Annapolis,St. Joseph's College,Coll,1784,NA,1884,NA,1845,4000,1875,4500,Early National,Annapolis MD,-76.4921829,38.9784453
3057,8010,2311,MD,Baltimore,Peabody Institute Library,Public,1866,NA,1884,NA,1866,16000,1875,57458,Antebellum,Baltimore MD,-76.6121893,39.2903848
3058,7906,2283,MD,Baltimore,Baltimore City Board of Health,Co med,1873,NA,1884,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3059,4162,12166,MD,Baltimore,Concordia Club Library of Free Masons,Frat,1852,NA,1876,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3060,1630,12184,MD,Baltimore,Irving Circulating Library,Socl,NA,1845,1845,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3061,3867,12157,MD,Baltimore,Baltimore Athenaeum,Athen,1845,NA,1846,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3062,4160,2324,MD,Baltimore,Sovereign Grand Lodge,Frat,1858,NA,1884,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3063,4159,2312,MD,Baltimore,Red Men's Library,Frat,1858,NA,1884,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3064,3631,2329,MD,Baltimore,YMCA,YMCA,1856,NA,1858,NA,1857,1200,1857,1200,Antebellum,Baltimore MD,-76.6121893,39.2903848
3065,3632,2330,MD,Baltimore,Young Men's Christian Assoc.,YMCA,1864,NA,1875,NA,1875,1600,1875,1600,Antebellum,Baltimore MD,-76.6121893,39.2903848
3066,3405,12189,MD,Baltimore,Madison Lyceum,Lyceum,1840,NA,1842,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3067,1631,12161,MD,Baltimore,Caledonia Library Assoc.,Socl,NA,1844,1844,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3068,1629,12198,MD,Baltimore,Newton Literary Institute Library,Socl,NA,1849,NA,1849,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3069,1628,2291,MD,Baltimore,Concordia Library,Socl,1865,NA,1884,NA,1875,3500,1875,3500,Antebellum,Baltimore MD,-76.6121893,39.2903848
3070,1627,2295,MD,Baltimore,Library Co. of Baltimore,Socl,1796,NA,NA,1854,1799,3300,1849,15005,Early National,Baltimore MD,-76.6121893,39.2903848
3071,4158,2309,MD,Baltimore,Odd Fellows' Library,Frat,1840,NA,1884,NA,1850,3541,1875,19835,Antebellum,Baltimore MD,-76.6121893,39.2903848
3072,494,12212,MD,Baltimore,Young Men's Literary Society,YMA,NA,1840,1840,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3073,2710,12210,MD,Baltimore,Wesley Chapel Pasonage Library Assoc.,Rel socl,1847,NA,1847,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3074,2711,12211,MD,Baltimore,Young Catholic Friend's Society,Rel socl,NA,1844,1844,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3075,2712,12190,MD,Baltimore,Marion Total Abstinence Library Assoc.,Rel socl,NA,1843,1843,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3076,2713,12177,MD,Baltimore,Friends' Literary Assoc.,Rel socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3077,2714,12162,MD,Baltimore,Catholic Library Assoc. Of Baltimore,Rel socl,NA,1845,1845,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3078,2716,2296,MD,Baltimore,Library Co. of the Baltimore Bar,Law,1840,NA,1884,NA,1850,1000,1875,7000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3079,1626,95041,MD,Baltimore,Gunpowder Library Association of Friends,Socl,NA,1853,1853,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3080,1632,12158,MD,Baltimore,Baltimore College Library Assoc.,Socl,NA,1842,1842,NA,1842,179,1842,179,NA,Baltimore MD,-76.6121893,39.2903848
3081,3049,2292,MD,Baltimore,General Society for Aid of Mechanics,Mech,1851,NA,1875,NA,1875,3000,1875,3000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3082,3252,2307,MD,Baltimore,Mecantile Library,Merc,1839,NA,1890,NA,1840,1400,1875,31032,Antebellum,Baltimore MD,-76.6121893,39.2903848
3083,3404,12176,MD,Baltimore,Franklin Inste.,Lyceum,1827,NA,1842,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3084,3497,12179,MD,Baltimore,Germania Library Assoc.,For lang socy,1842,NA,1842,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3085,3050,2279,MD,Baltimore,Apprentices Library,Appren,1841,NA,NA,1850,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3086,3042,95077,MD,Baltimore,Maryland Institute for the Promotion of the Mechanics Arts,Mech,NA,1857,1865,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3087,3790,12169,MD,Baltimore,Educaitonal and Scientific Society,Socy,1794,NA,NA,1823,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3088,3791,12191,MD,Baltimore,Md. Acad. Of Arts and Sci,Socy,1825,NA,1837,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3089,3048,2303,MD,Baltimore,Maryland Institution for the Promotion of Mechanic Arts,Mech,1826,NA,NA,1835,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3090,3047,2322,MD,Baltimore,South Baltimore Mechanics' Library Assoc.,Mech,1863,NA,1884,NA,1875,2000,1875,2000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3091,3043,2305,MD,Baltimore,Maryland Institute Library,Mech,1847,NA,1875,NA,1849,500,1875,16433,Antebellum,Baltimore MD,-76.6121893,39.2903848
3092,3045,12195,MD,Baltimore,Mechanics' Library Assoc.,Mech,1842,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3093,3044,12194,MD,Baltimore,Mechanics' Library,Mech,1820,NA,NA,1822,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3094,3046,12155,MD,Baltimore,Apprentices' Library Co.,Appren,1822,NA,NA,1824,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3095,4097,2310,MD,Baltimore,Patapsco Fire Co. Library,Fire,1843,NA,1858,NA,1843,400,1858,1000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3096,6133,2326,MD,Baltimore,Univ. of Maryland Medical School,Med coll,1815,NA,1900,NA,1850,1000,NA,1000,Early National,Baltimore MD,-76.6121893,39.2903848
3097,4104,12187,MD,Baltimore,Liberty Fire Co,Fire,1843,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3098,4103,12186,MD,Baltimore,Lafayette Fire Co.,Fire,1843,NA,NA,1848,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3099,4052,12178,MD,Baltimore,German Society of Maryland,Socl,NA,1840,1840,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3100,3916,12185,MD,Baltimore,Jefferson Temperance Society Library and R. R.,Rel socy,1842,NA,1842,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3101,4096,2304,MD,Baltimore,Mechanical Fire Company Library,Fire,1839,NA,NA,1873,1848,2000,1859,3000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3102,4102,12182,MD,Baltimore,Independent Fire Co. Library,Fire,1843,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3103,4101,12181,MD,Baltimore,Howard Fire Co. Library,Fire,NA,1846,1846,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3104,6134,2327,MD,Baltimore,Washington Medical College,Med coll,1827,NA,1858,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3105,4100,12171,MD,Baltimore,First Baltimore Fire Co.,Fire,1843,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3106,6131,2316,MD,Baltimore,St. Mary's College Library,Coll,1809,NA,1860,NA,1834,10000,1857,13000,Early National,Baltimore MD,-76.6121893,39.2903848
3107,4099,12167,MD,Baltimore,Deptfond Fire Co. Library,Fire,1839,NA,1841,NA,1841,500,1841,500,Antebellum,Baltimore MD,-76.6121893,39.2903848
3108,4098,12165,MD,Baltimore,Columbian Fire Co. Library,Fire,1838,NA,1838,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3109,3917,12199,MD,Baltimore,"Niles Total Abstinence, Beneficial, and Library Assoc. Of Baltimore",Rel socy,1839,NA,1839,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3110,6130,95187,MD,Baltimore,Medical and Chirurgical Faculty of the State of Maryland,Med coll,NA,1835,1852,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3111,6132,2319,MD,Baltimore,St. Mary's Theological Seminary,Rel coll,1791,NA,1884,NA,1870,30000,1875,15000,Early National,Baltimore MD,-76.6121893,39.2903848
3112,7494,12164,MD,Baltimore,St. Methrdit? Episc. Church,Church,1857,NA,1857,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3113,3915,2328,MD,Baltimore,Young Men's Catholic Assoc.,Rel socy,1872,NA,1875,NA,1875,977,1875,977,Antebellum,Baltimore MD,-76.6121893,39.2903848
3114,7515,2375,MD,Baltimore,Porto Batto Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Baltimore MD,-76.6121893,39.2903848
3115,7508,2382,MD,Baltimore,St. Paul's Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Baltimore MD,-76.6121893,39.2903848
3116,5232,2281,MD,Baltimore,Baltimore Circulating Library,Comm,1793,NA,1812,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3117,5233,2282,MD,Baltimore,Baltimore Circulating Library,Comm,NA,1807,1882,NA,1807,2385,1813,3751,NA,Baltimore MD,-76.6121893,39.2903848
3118,5234,2287,MD,Baltimore,Hugh Barkley's Circulating Library,Comm,NA,1787,1787,NA,1787,2000,1787,2490,NA,Baltimore MD,-76.6121893,39.2903848
3119,7503,2379,MD,Baltimore,St. John's Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Baltimore MD,-76.6121893,39.2903848
3120,7527,2280,MD,Baltimore,Archiepiscopal Library,Church,NA,1875,1875,NA,1875,10000,1875,10000,NA,Baltimore MD,-76.6121893,39.2903848
3121,6126,2297,MD,Baltimore,Loyola College,Coll,1852,NA,1884,NA,1858,19600,1875,21500,Antebellum,Baltimore MD,-76.6121893,39.2903848
3122,5552,2286,MD,Baltimore,Baltimore Female College - Parthenian Society,Coll socy,1853,NA,1871,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3123,6129,2285,MD,Baltimore,Baltimore Female College,Coll,1849,NA,1870,NA,1849,2800,1870,3250,Antebellum,Baltimore MD,-76.6121893,39.2903848
3124,7493,12203,MD,Baltimore,St. Stephen's Church Free Library,Church,1858,NA,1858,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3125,4016,2299,MD,Baltimore,Maryland Academy of Sciences,Sci eng socy,1868,NA,1884,NA,1875,600,1875,600,Antebellum,Baltimore MD,-76.6121893,39.2903848
3126,4049,2325,MD,Baltimore,Turngemeinde,Socl,1852,NA,1884,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3127,4050,2321,MD,Baltimore,Social Democratic Turners' Union,Socl,1851,NA,1875,NA,1875,1370,1875,1370,Antebellum,Baltimore MD,-76.6121893,39.2903848
3128,4051,95122,MD,Baltimore,Concordia Gesellschaft Bibliothek,Socl,NA,1869,1869,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3129,5551,2317,MD,Baltimore,St. Mary's College -,Coll socy,NA,1850,1858,NA,1850,600,1858,600,NA,Baltimore MD,-76.6121893,39.2903848
3130,6127,2300,MD,Baltimore,Maryland College of Pharmacy,Med coll,1841,NA,1870,NA,1870,300,1870,300,Antebellum,Baltimore MD,-76.6121893,39.2903848
3131,6128,2284,MD,Baltimore,Baltimore College of Dental Surgery,Med coll,1840,NA,1875,NA,1875,1000,1875,1000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3132,7502,2378,MD,Baltimore,St. George's Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Baltimore MD,-76.6121893,39.2903848
3133,5240,12168,MD,Baltimore,E. Vallette and Co's Circulating Library,Comm,NA,1793,1793,NA,NA,2500,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3134,5249,12200,MD,Baltimore,Pierre Roche's Circulating Library,Comm,1804,NA,1804,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3135,5247,12209,MD,Baltimore,Webster's Medical Library and Reading Room,Med socy,1821,NA,1821,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3136,4651,12193,MD,Baltimore,Maryland State Agricultural Society,Agri socl,1849,NA,1849,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3137,5246,12204,MD,Baltimore,Theological Library,Comm,1812,NA,1815,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3138,7129,12160,MD,Baltimore,Barnum's City Hotel Reading Room,Read room,1846,NA,1846,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3139,6964,2302,MD,Baltimore,Maryland Hospital for the Insane,Asylum,NA,1843,1875,NA,1875,500,1875,500,NA,Baltimore MD,-76.6121893,39.2903848
3140,7128,12159,MD,Baltimore,Baltimore Reading Room,Read room,1815,NA,1815,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3141,7127,12183,MD,Baltimore,Indian Queen Tavern Reading Room,Read room,NA,1818,1818,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3142,4105,12197,MD,Baltimore,New Market Fire Co. Library,Fire,1839,NA,1839,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3143,5244,12192,MD,Baltimore,Maryland Circulating Library,Comm,1820,NA,NA,1824,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3144,5243,12188,MD,baltimore,Lucy Hunter's Circulating Library,Comm,1819,NA,1821,NA,NA,0,NA,0,Early National,baltimore MD,-76.6121893,39.2903848
3145,4468,2301,MD,Baltimore,Maryland Historical Society,Hist socl,1843,NA,1884,NA,1849,1770,1875,15000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3146,5241,12180,MD,Baltimore,Henry Colburn Circulating Library,Comm,1800,NA,NA,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3147,5245,12202,MD,Baltimore,Roman Catholic Library,Comm,1810,NA,NA,1816,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3148,5239,2314,MD,Baltimore,Robinson's Circulating Library,Comm,NA,1809,1842,NA,1812,6000,1839,17000,NA,Baltimore MD,-76.6121893,39.2903848
3149,5238,2313,MD,Baltimore,J. Roach's Circulating Library,Comm,NA,1807,1823,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3150,5237,2308,MD,Baltimore,William Murphy's Circulating Library,Comm,1784,NA,NA,1786,1786,2000,1786,2000,Early National,Baltimore MD,-76.6121893,39.2903848
3151,5236,2293,MD,baltimore,John T. Hanzsche's Circulating Library,Comm,NA,1840,1840,NA,NA,0,NA,0,NA,baltimore MD,-76.6121893,39.2903848
3152,5235,2290,MD,Baltimore,City Library,Comm,1874,NA,1885,NA,1875,5000,1875,5000,Antebellum,Baltimore MD,-76.6121893,39.2903848
3153,6971,2289,MD,Baltimore,Boys' Home,Asylum,1871,NA,1884,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3154,6970,2294,MD,Baltimore,House of Refuge,Asylum,1855,NA,1884,NA,1875,1800,1875,1800,Antebellum,Baltimore MD,-76.6121893,39.2903848
3155,6969,2298,MD,Baltimore,Manual Labor School for Indigent Boys,Asylum,1840,NA,1856,NA,1856,600,1856,600,Antebellum,Baltimore MD,-76.6121893,39.2903848
3156,6968,2315,MD,Baltimore,St. Anthony's Orphan Asylum,Asylum,1854,NA,1875,NA,1875,520,1875,520,Antebellum,Baltimore MD,-76.6121893,39.2903848
3157,6967,2318,MD,Baltimore,St. Mary's Female Orphan Asylum,Asylum,1854,NA,1875,NA,1875,356,1875,356,Antebellum,Baltimore MD,-76.6121893,39.2903848
3158,6966,2320,MD,Baltimore,St. Vincent's Male Orphan Asylum,Asylum,1851,NA,1884,NA,1875,408,1875,408,Antebellum,Baltimore MD,-76.6121893,39.2903848
3159,5242,12170,MD,Baltimore,Fell's Point Circulating Library,Comm,1808,NA,NA,1810,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3160,7769,12173,MD,Baltimore,Fort McHenry Post and Regimental Library,Garr,NA,1870,1875,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3161,6779,2323,MD,Baltimore,State Prison / Maryland Penitentiary,Prison,1846,NA,1884,NA,1875,500,1875,500,Antebellum,Baltimore MD,-76.6121893,39.2903848
3162,4340,12163,MD,Baltimore,Channing Literary Institute Inc.,Lit socy,1843,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3163,4287,2288,MD,Baltimore,Board of Trade,Trade,1850,NA,1884,NA,1875,450,1875,450,Antebellum,Baltimore MD,-76.6121893,39.2903848
3164,4110,12208,MD,Baltimore,Watchman Fire Co. Library,Fire,1845,NA,1846,NA,1845,200,1845,200,Antebellum,Baltimore MD,-76.6121893,39.2903848
3165,7762,12153,MD,Baltimore,Garrison Library,Garr,NA,NA,NA,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3166,7767,12175,MD,Baltimore,Fort McHenry Post and Regimental Library,Garr,NA,1870,1875,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3167,4109,12207,MD,Baltimore,Washington Hose Fire Co. Library,Fire,1843,NA,1843,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3168,7768,12174,MD,Baltimore,Fort McHenry Post Library,Garr,NA,1870,1870,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3169,4288,12196,MD,Baltimore,Baltimore Exchange,Trade,1815,NA,1847,NA,NA,0,NA,0,Early National,Baltimore MD,-76.6121893,39.2903848
3170,4408,2306,MD,Baltimore,Medico-Chirurgical Faculty of MD. (state med. Society),Med socy,1830,1900,1884,NA,1850,2000,1900,1976,Antebellum,Baltimore MD,-76.6121893,39.2903848
3171,4108,12206,MD,Baltimore,Vigilant Fire Co. Library,Fire,1842,NA,1849,NA,1849,300,1849,300,Antebellum,Baltimore MD,-76.6121893,39.2903848
3172,4107,12205,MD,Baltimore,Union Fire Co. Library,Fire,1841,NA,1841,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3173,4106,12201,MD,Baltimore,Pioneer Hook and Ladder Co. Library,Fire,1852,NA,1852,NA,NA,0,NA,0,Antebellum,Baltimore MD,-76.6121893,39.2903848
3174,7770,12172,MD,Baltimore,Fort McHenry Post Library,Garr,NA,1870,1875,NA,NA,0,NA,0,NA,Baltimore MD,-76.6121893,39.2903848
3175,7525,2339,MD,Calvert Co.,Christ Church Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Calvert Co. MD,-76.5025742,38.4949503
3176,7509,2383,MD,Calvert County,St. Paul's Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Calvert County MD,-76.5025742,38.4949503
3177,7528,2270,MD,Calvert County,All Faith's Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Calvert County MD,-76.5025742,38.4949503
3178,3406,2333,MD,Cambridge,Cambridge Lyceum,Lyceum,NA,1859,1859,NA,NA,0,NA,0,NA,Cambridge MD,-76.0788292,38.5631744
3179,1634,2332,MD,Cambridge,Cambridge Library Assoc.,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,Cambridge MD,-76.0788292,38.5631744
3180,6965,2334,MD,Carroll,St. Mary's Industrial School for Boys,Asylum,1866,NA,1884,NA,1875,400,1875,400,Antebellum,Carroll MD,-77.0564464,39.5423418
3181,6698,2335,MD,Carrollton,St. Agnes Hospital,Hosp,1863,NA,1884,NA,NA,0,NA,0,Antebellum,Carrollton MD,-76.9169238,39.5570469
3182,7501,2398,MD,Charles County,William and Mary Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Charles County MD,-77.1024902,38.5221781
3183,7514,2374,MD,Charles County,Piscatoway? Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Charles County MD,-77.1024902,38.5221781
3184,7516,2369,MD,Charles County,Layman's Library - Nanjemoy Parish,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Charles County MD,-77.1024902,38.5221781
3185,7517,2370,MD,Charles County,Nanjemoy Parish,Church,1696,NA,1701,NA,1701,69,1701,69,Colonial,Charles County MD,-77.1024902,38.5221781
3186,3792,2336,MD,Charlotte Hall,Washington and Stonewall Library,Socy,1871,NA,1875,NA,1875,885,1875,885,Antebellum,Charlotte Hall MD,-76.778022,38.4809565
3187,5543,2361,MD,Chestertown,College of St. James - Waverly Society,Coll socy,NA,1858,1858,NA,1858,850,1858,850,NA,Chestertown MD,-76.0690036,39.2188663
3188,6135,2337,MD,Chestertown,Washington College,Coll,1783,NA,1884,NA,1827,170,1875,1100,Early National,Chestertown MD,-76.0690036,39.2188663
3189,5550,2338,MD,Chestertown,Washington College - Mt. Vernon Society,Coll socy,1847,NA,1858,NA,1850,100,1858,100,Antebellum,Chestertown MD,-76.0690036,39.2188663
3190,5545,2359,MD,Chestertown?,College of St. James - Belles Lettres Society,Coll socy,1845,NA,1858,NA,1850,500,1858,1480,Antebellum,Chestertown? MD,-76.0690036,39.2188663
3191,5544,2360,MD,Chestertown?,College of St. James - Irving Society,Coll socy,1847,NA,1858,NA,1850,500,1858,1640,Antebellum,Chestertown? MD,-76.0690036,39.2188663
3192,1635,2340,MD,Church Creek,Library Assoc.,Socl,1858,NA,1858,NA,NA,0,NA,0,Antebellum,Church Creek MD,-76.1521643,38.5020649
3193,5549,2341,MD,College Station,Mercer Literary Society (Md. Ag. College),Coll socy,1859,NA,1875,NA,1875,1500,1875,1500,Antebellum,College Station MD,-76.5219067,39.0548327
3194,1636,2343,MD,Cumberland,American Library Assoc.,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,Cumberland MD,-78.7625185,39.6528654
3195,7523,2344,MD,Dorchester,Dorchester Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Dorchester MD,-76.1783739,38.4152819
3196,7522,2356,MD,Dorchester County,Great Choptonk Parish,Church,1696,NA,1696,NA,NA,0,NA,0,Colonial,Dorchester County MD,-76.1783739,38.4152819
3197,7504,42049,MD,Durham?,Durham Parish Parochial Library by Thos. Bray,Church,1704,NA,1704,NA,NA,0,NA,0,Colonial,Durham? MD,-76.4828351,39.5772078
3198,3633,2345,MD,Easton,YMCA,YMCA,1857,NA,1858,NA,1858,900,1858,900,Antebellum,Easton MD,-76.0763305,38.7742826
3199,2942,2346,MD,Easton,Young Men's Library,Young Men's,NA,1859,1859,NA,NA,0,NA,0,NA,Easton MD,-76.0763305,38.7742826
3200,6137,2347,MD,Ellicot City,Rock Hill College,Coll,1857,NA,1884,NA,1870,2500,1875,5000,Antebellum,Ellicot City MD,-76.7983067,39.2673283
3201,5548,2348,MD,Ellicott City,Rock Hill College - Rock Hill Literary Society,Coll socy,NA,1875,1875,NA,1875,1100,1875,1100,NA,Ellicott City MD,-76.7983067,39.2673283
3202,5547,2350,MD,Ellicott City,St. Charles College,Coll socy,1855,NA,1875,NA,1875,350,1875,350,Antebellum,Ellicott City MD,-76.7983067,39.2673283
3203,6138,2349,MD,Ellicott Mills,St. Charles's College,Coll,1848,NA,1875,NA,1855,600,1875,4100,Antebellum,Ellicott Mills MD,-76.8035509,39.2715776
3204,3634,2351,MD,Ellicott's Mills,YMCA,YMCA,1854,NA,1858,NA,1858,455,1858,455,Antebellum,Ellicott's Mills MD,-76.8035509,39.2715776
3205,6139,2354,MD,Emmetsburg,St. Mary's Seminary,Theo coll,1800,NA,1870,NA,1870,15000,1870,15000,Early National,Emmetsburg MD,-77.3269307,39.7045417
3206,6140,2353,MD,Emmetsburg,Mount St. Mary's College,Coll,1808,NA,1884,NA,1808,6000,1875,7000,Early National,Emmetsburg MD,-77.3269307,39.7045417
3207,5546,2352,MD,Emmettsburg,St. Mary's College - Students' Library,Coll socy,1808,NA,1884,NA,1858,600,1858,600,Early National,Emmettsburg MD,-77.3269307,39.7045417
3208,6141,2355,MD,Frederick,Frederick College,Coll,1797,NA,1884,NA,1875,2500,1875,2500,Early National,Frederick MD,-77.4105409,39.4142688
3209,2963,2357,MD,Hagerstown,Boys and Girls' Reading Assoc.,Juv socl,NA,1875,1875,NA,1875,500,1875,500,NA,Hagerstown MD,-77.7199932,39.6417629
3210,6142,2358,MD,Hagerstown,St. James College,Coll,1842,NA,1875,NA,1850,2500,1875,11000,Antebellum,Hagerstown MD,-77.7199932,39.6417629
3211,5248,12218,MD,Hagerstown,Jacob Dietrich's Circulating Library,Comm,NA,1801,1801,NA,NA,0,NA,0,NA,Hagerstown MD,-77.7199932,39.6417629
3212,7521,2362,MD,Herring Creek,Parochial Library - St. James Parish,Church,1698,NA,1703,NA,1698,125,1698,125,Colonial,Herring Creek MD,-76.5413448,38.1862382
3213,6136,2364,MD,Ilchester,Mt. St. Clement's College,Theo coll,1868,NA,1884,NA,1870,6000,1875,9000,Antebellum,Ilchester MD,-76.7646947,39.2509398
