,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
2109,7071,2470,MA,Boston,Boston and Albany Railway Library,Mill,1869,NA,1875,NA,1875,1650,1875,1650,Antebellum,Boston MA,-71.0588801,42.3600825
2110,7164,2500,MA,Boston,Dere Tory Office Library??,Bus coll,1846,NA,1884,NA,NA,0,NA,0,Antebellum,Boston MA,-71.0588801,42.3600825
2111,7167,2484,MA,Boston,Bowditch Library,PL owned,1846,NA,1859,NA,1850,2500,1857,3000,Antebellum,Boston MA,-71.0588801,42.3600825
2112,7192,42051,MA,Boston,Christ Church Parochial Library,Church,1723,NA,1723,NA,NA,0,NA,0,Colonial,Boston MA,-71.0588801,42.3600825
2113,7194,95136,MA,Boston,Arlington Street Church Libraries for Adults and for Children,Church,NA,1863,1871,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2114,7195,95137,MA,Boston,Baldwin Place Church,Church,1828,NA,1844,NA,NA,0,NA,0,Early National,Boston MA,-71.0588801,42.3600825
2115,4573,2525,MA,Boston,Massachusetts Horticultural Society,Agri socl,1829,NA,1884,NA,1859,2000,1875,2800,Antebellum,Boston MA,-71.0588801,42.3600825
2116,7197,95139,MA,Boston,Federal Street Congregational Society Parish Library,Church,NA,1848,1858,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2117,4882,95219,MA,Boston,"Phillips, Sampson and Company Circulating Library",Comm,1859,NA,1859,NA,NA,0,NA,0,Antebellum,Boston MA,-71.0588801,42.3600825
2118,7199,2515,MA,Boston,King's Chapel Library,Church,1698,NA,NA,1823,1698,211,1823,1300,Colonial,Boston MA,-71.0588801,42.3600825
2119,7200,2540,MA,Boston,New Church,Church,1864,NA,1884,NA,1869,1000,1875,2000,Antebellum,Boston MA,-71.0588801,42.3600825
2120,7201,2544,MA,Boston,New England Library,Church,1758,NA,1858,NA,1858,259,1858,259,Colonial,Boston MA,-71.0588801,42.3600825
2121,7202,95140,MA,Boston,Old South Church Library of Reverand Thomas Prince,Church,NA,1846,1846,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2122,7203,95141,MA,Boston,Pitts Street Chapel,Church,NA,1850,1850,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2123,7204,2550,MA,Boston,Prince Library,Church,1758,NA,NA,1866,1850,1800,1851,1800,Colonial,Boston MA,-71.0588801,42.3600825
2124,6743,2513,MA,Boston,House of Reformation for Juvenile Offenders,Prison,1827,NA,1875,NA,1875,700,1875,700,Early National,Boston MA,-71.0588801,42.3600825
2125,7206,95143,MA,Boston,Second Church,Church,NA,1854,1854,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2126,4914,12227,MA,Boston,Central Circulating Library,Comm,NA,1860,1860,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2127,7208,95144,MA,Boston,West Church West Parish Assoc.,Church,NA,1825,1859,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2128,7196,95138,MA,Boston,Berry Street Vestry,Church,NA,1840,1842,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2129,6850,2469,MA,Boston,Boffin's Bower,Asylum,1870,NA,1884,NA,1875,600,1875,600,Antebellum,Boston MA,-71.0588801,42.3600825
2130,6839,95188,MA,Boston,Boston Hospital for the Insane,Asylum,NA,1869,1869,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2131,6838,2471,MA,Boston,Boston Asylum and Farm School for Indigent Boys,Asylum,1833,NA,1875,NA,1875,900,1875,900,Antebellum,Boston MA,-71.0588801,42.3600825
2132,6745,2512,MA,Boston,House of Industry (Deer Island),Prison,1849,NA,1884,NA,NA,0,NA,0,Antebellum,Boston MA,-71.0588801,42.3600825
2133,7207,12256,MA,Boston,West Boston Society Collection of Hymns,Church,NA,1803,1823,NA,NA,0,NA,0,NA,Boston MA,-71.0588801,42.3600825
2134,6836,2497,MA,Boston,Consumptives' Home,Asylum,1865,NA,1875,NA,1875,1237,1875,1237,Antebellum,Boston MA,-71.0588801,42.3600825
2135,6754,2530,MA,Boston,Massachusetts State Prison,Prison,1840,NA,1884,NA,1875,3200,1875,3200,Antebellum,Boston MA,-71.0588801,42.3600825
2136,6851,2467,MA,Boston,Baldwin Place Home for Little Wanderers,Asylum,1865,NA,1884,NA,NA,0,NA,0,Antebellum,Boston MA,-71.0588801,42.3600825
2137,6852,2551,MA,Boston,"Public Institution, Deer Island",Asylum,1856,NA,1875,NA,1875,2000,1875,2000,Antebellum,Boston MA,-71.0588801,42.3600825
2138,6853,2519,MA,Boston,Lunatic Hospital (South Boston),Asylum,1839,NA,1884,NA,1875,1200,1875,1200,Antebellum,Boston MA,-71.0588801,42.3600825
2139,6854,2503,MA,Boston,Farm School Library,Asylum,1833,NA,1884,NA,NA,0,NA,0,Antebellum,Boston MA,-71.0588801,42.3600825
2140,6744,2511,MA,Boston,House of Corrections Prison Library,Prison,1840,NA,1884,NA,1875,750,1875,750,Antebellum,Boston MA,-71.0588801,42.3600825
2141,6837,2475,MA,Boston,Boston Female Asylum,Asylum,1808,NA,1875,NA,1875,500,1875,500,Early National,Boston MA,-71.0588801,42.3600825
2142,8170,2572,MA,Boxford,Public Library,Public,1874,NA,1884,NA,1875,450,1875,450,Antebellum,Boxford MA,-70.996726,42.6611604
2143,563,2571,MA,Boxford,East Parish Proprietors' Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Boxford MA,-70.996726,42.6611604
2144,564,2573,MA,Boylston Centre,Social Library,Socl,1792,NA,NA,1880,1875,372,1845,372,Early National,Boylston Centre MA,-71.1524994,42.3266118
2145,565,2574,MA,Bradford,Union Library,Socl,1864,NA,1875,NA,1875,1200,1875,1200,Antebellum,Bradford MA,-71.0758905,42.7695348
2146,8171,2575,MA,Braintree,Thayer Public Library,Public,1874,NA,1884,NA,1875,1540,1875,1540,Antebellum,Braintree MA,-71.0040013,42.2079017
2147,7210,42053,MA,Braintree,Parochial Library,Church,1704,NA,1704,NA,NA,0,NA,0,Colonial,Braintree MA,-71.0040013,42.2079017
2148,7209,42052,MA,Braintree,Parochial Library,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Braintree MA,-71.0040013,42.2079017
2149,2815,2576,MA,Brewster,Ladies' Library,Ladies,1853,NA,1884,NA,1860,582,1875,1100,Antebellum,Brewster MA,-70.0827905,41.7600902
2150,6755,2579,MA,Bridgewater,State Workhouse,Prison,1860,NA,1884,NA,1875,400,1875,400,Antebellum,Bridgewater MA,-70.9750541,41.9903519
2151,4574,2578,MA,Bridgewater,Plymouth County Agricultural Society,Agri socl,NA,1859,1867,NA,1859,125,1867,200,NA,Bridgewater MA,-70.9750541,41.9903519
2152,3967,2577,MA,Bridgewater,Natural History Society,Sci eng socy,1853,NA,1859,NA,1855,525,1855,525,Antebellum,Bridgewater MA,-70.9750541,41.9903519
2153,8172,2581,MA,Brighton,Brighton Public Library,Public,1864,NA,NA,1874,1869,5008,1870,5008,Antebellum,Brighton MA,-71.1626756,42.3463503
2154,566,2580,MA,Brighton,Library Assoc.,Socl,1856,NA,NA,1864,1858,1800,1858,1800,Antebellum,Brighton MA,-71.1626756,42.3463503
2155,507,12257,MA,Brighton,Brighton Social Library,Socl,NA,1824,1836,NA,NA,0,NA,0,NA,Brighton MA,-71.1626756,42.3463503
2156,442,2582,MA,Brimfield,Brimfield Library Association,Socl,NA,1820,NA,1820,NA,0,NA,0,NA,Brimfield MA,-72.2005059,42.1225482
2157,7211,2583,MA,Brimfield,Pastor's Library Congregational,Church,1859,NA,1884,NA,NA,0,NA,0,Antebellum,Brimfield MA,-72.2005059,42.1225482
2158,8173,2585,MA,Brockton,Public Library,Public,1867,NA,1884,NA,1875,4478,1875,4478,Antebellum,Brockton MA,-71.0183787,42.0834335
2159,443,2584,MA,Brockton,Brockton Social Library,Socl,1781,NA,1781,NA,NA,0,NA,0,Early National,Brockton MA,-71.0183787,42.0834335
2160,8174,2587,MA,Brookfield,Merrick Public Library,Public,1865,NA,1884,NA,1869,1847,1875,4000,Antebellum,Brookfield MA,-72.1022991,42.2139817
2161,8175,2590,MA,Brookline,Public Library,Public,1857,NA,1884,NA,1869,10000,1875,16669,Antebellum,Brookline MA,-71.1211635,42.3317642
2162,445,2589,MA,Brookline,Brookline Social Library,Socl,1825,NA,1827,NA,1827,300,1827,300,Early National,Brookline MA,-71.1211635,42.3317642
2163,444,2588,MA,Brookline,Assoc. Of Young Men,YMA,1846,NA,NA,1849,NA,0,NA,0,Antebellum,Brookline MA,-71.1211635,42.3317642
2164,8176,2592,MA,Burlington,Town Library,Public,1857,NA,1884,NA,1869,800,1875,965,Antebellum,Burlington MA,-71.1956205,42.5047161
2165,446,2591,MA,Burlington,Burlington Social Library,Socl,1816,NA,1842,NA,1816,90,1842,250,Early National,Burlington MA,-71.1956205,42.5047161
2166,8177,2596,MA,Cambridge,Dana Library,Public,1874,NA,1879,NA,1875,7600,1875,7600,Antebellum,Cambridge MA,-71.1097335,42.3736158
2167,3290,2593,MA,Cambridge,Dana Library,Athen,1857,NA,NA,1874,1869,4000,1870,4000,Antebellum,Cambridge MA,-71.1097335,42.3736158
2168,3841,2593,MA,Cambridge,Cambridge Athenaeum,Athen,1857,NA,NA,1874,1869,4000,1870,4000,Antebellum,Cambridge MA,-71.1097335,42.3736158
2169,5417,2615,MA,Cambridge,Harvard College - Rumfood Society,Coll socy,NA,1850,1858,NA,NA,0,NA,0,NA,Cambridge MA,-71.1097335,42.3736158
2170,5421,2609,MA,Cambridge,Harvard College - Institute of 1770,Coll socy,1770,NA,1884,NA,1850,2500,1875,3500,Colonial,Cambridge MA,-71.1097335,42.3736158
2171,5423,2606,MA,Cambridge,Harvard College - Hermaean Assoc.,Coll socy,NA,1834,1875,NA,NA,0,NA,0,NA,Cambridge MA,-71.1097335,42.3736158
2172,4888,12259,MA,Cambridge,Lydia Reed's Circulating Library,Comm,NA,1825,1825,NA,NA,0,NA,0,NA,Cambridge MA,-71.1097335,42.3736158
2173,5424,2605,MA,Cambridge,Harvard College - Hasty Pudding Club,Coll socy,1808,NA,1871,NA,1850,3500,1875,4000,Early National,Cambridge MA,-71.1097335,42.3736158
2174,5425,2600,MA,Cambridge,Harvard College - Alpha Delta Phi Society,Coll socy,1837,NA,1858,NA,1850,500,1852,300,Antebellum,Cambridge MA,-71.1097335,42.3736158
2175,5428,2604,MA,Cambridge,Harvard College - Christian Brothers and St. Paul's Society,Coll socy,NA,1834,1875,NA,1875,600,1875,600,NA,Cambridge MA,-71.1097335,42.3736158
2176,5420,2611,MA,Cambridge,Natural History Society - Harvard College,Coll socy,1837,NA,1884,NA,1858,178,1875,500,Antebellum,Cambridge MA,-71.1097335,42.3736158
